主編號,屬性代號,詞目,音讀,文白,部首,部首序,方言差對應
6422,1,真珠,tsin-tsu,,,,
6423,1,破病,phuà-pēnn/phuà-pīnn,,,,[方1]0664
6424,1,眨眨𥍉,tsha̍p-tsha̍p-nih,,,,
6425,1,真情,tsin-tsîng,,,,
6426,1,真理,tsin-lí,,,,
6427,1,破產,phò-sán,,,,
6428,1,眩船,hîn-tsûn,,,,
6429,1,祕結,pì-kiat,,,,
6430,1,破費,phò-huì,,,,
6431,1,破開,phuà--khui,,,,
6432,1,破傷風,phò-siong-hong,,,,
6433,1,祖傳祕方,tsóo-thuân-pì-hng,,,,
6434,1,祖媽,tsóo-má,,,,
6435,1,破腹,phuà-pak,,,,
6436,1,真誠,tsin-tsiânn,,,,
6437,1,眠夢,bîn-bāng,,,,
6438,1,真實,tsin-si̍t,,,,
6439,1,祖廟,tsóo-biō,,,,
6440,1,破膽,phuà-tánn,,,,
6441,1,破雞筅,phuà-ke-tshíng/phuà-kue-tshíng,,,,
6442,1,破壞,phò-huāi,,,,
6443,1,祝,tsiok,,示,113-05-10,
6444,1,神,sîn,,示,113-05-10,
6445,1,祠,sû,,示,113-05-10,
6446,1,租,tsoo,,禾,115-05-10,
6447,1,秤,tshìn,,禾,115-05-10,
6448,1,秧,ng,白,禾,115-05-10,
6449,1,站,tsām,,立,117-05-10,
6450,1,笑,tshiò,白,竹,118-04-10,[方1]0719
6451,1,粉,hún,,米,119-04-10,
6452,1,納,la̍p,,糸,120-04-10,
6453,1,秤仔,tshìn-á,,,,
6454,1,秧仔,ng-á,,,,
6455,1,秮仔,tai-á,,,,[方1]0229
6456,1,秤仔花,tshìn-á-hue,,,,
6457,1,神主牌仔,sîn-tsú-pâi-á,,,,
6458,1,神去,sîn--khì,,,,
6459,1,秫米,tsu̍t-bí,,,,
6460,1,秫米飯,tsu̍t-bí-pn̄g,,,,
6461,1,神位,sîn-uī,,,,
6462,1,粉肝,hún-kuann,,,,
6463,1,笑咍咍,tshiò-hai-hai,,,,
6464,1,神明,sîn-bîng,,,,
6465,1,站長,tsām-tiúnn,,,,
6466,1,笑面虎,tshiò-bīn-hóo,,,,
6467,1,租厝,tsoo-tshù,,,,
6468,1,笑容,tshiò-iông,,,,
6469,1,神桌,sîn-toh,,,,
6470,1,神神,sîn-sîn,,,,
6471,1,笑桮,tshiò-pue,,,,[方1]0060
6472,1,粉條,hún-tiâu,,,,
6473,1,秧船,ng-tsûn,,,,
6474,1,粉鳥,hún-tsiáu,,,,
6475,1,納稅,la̍p-suè/la̍p-sè,,,,
6476,1,粉筆,hún-pit,,,,
6477,1,祝賀,tsiok-hō,,,,
6478,1,粉圓,hún-înn,,,,
6479,1,神經,sîn-king,,,,
6480,1,站節,tsām-tsat,,,,
6481,1,粉腸,hún-tshiâng,,,,
6482,1,粉腸仔,hún-tn̂g-á,,,,
6483,1,笑話,tshiò-uē,,,,
6484,1,笑詼,tshiò-khue,,,,
6485,1,神像,sîn-siōng,,,,
6486,1,祝福,tsiok-hok,,,,
6487,1,粉粿,hún-kué/hún-ké,,,,
6488,1,紋銀,bûn-gîn/bûn-gûn,,,,
6489,1,神魂,sîn-hûn,,,,
6490,1,粉餅,hún-piánn,,,,
6491,1,笑談,tshiàu-tâm,,,,
6492,1,秤頭,tshìn-thâu,,,,
6493,1,笑頭笑面,tshiò-thâu-tshiò-bīn,,,,
6494,1,秤錘,tshìn-thuî,,,,[方1]0144
6495,1,粉蟯,hún-giô,,,,
6496,1,神轎,sîn-kiō,,,,
6497,1,純,sûn,,糸,120-04-10,
6498,1,紗,se,白,糸,120-04-10,
6499,1,紙,tsuá,,糸,120-04-10,
6500,1,級,kip,,糸,120-04-10,
6501,1,素,sòo,,糸,120-04-10,
6502,1,紡,pháng,白,糸,120-04-10,
6503,1,索,soh,白,糸,120-04-10,[方]253
6504,1,缺,khih,白,缶,121-04-10,
6505,1,缺,khuat,文,缶,121-04-10,
6506,1,缺,khueh/kheh,白,缶,121-04-10,[方]075
6507,1,罟,koo,,网,122-05-10,
6508,1,翁,ang,白,羽,124-04-10,[方1]0496
6509,1,耙,pê,,耒,127-04-10,
6510,1,耙,pē,,耒,127-04-10,
6511,1,胮,hàng,替,肉,130-06-10,
6512,1,胸,hing,白,肉,130-06-10,
6513,1,紗仔,se-á,,,,
6514,1,索仔,soh-á,,,,
6515,1,罟仔,koo-á,,,,
6516,1,耙仔,pê-á,,,,
6517,1,紗仔衫,se-á-sann,,,,
6518,1,胳下空,koh-ē-khang,,,,[方1]0905
6519,1,胸坎,hing-khám,,,,
6520,1,胸坎骨,hing-khám-kut,,,,
6521,1,紡車,pháng-tshia,,,,
6522,1,缺角,khih-kak,,,,
6523,1,紙坯,tsuá-phue/tsuá-phe,,,,
6524,1,紙枋,tsuá-pang,,,,
6525,1,純金,sûn-kim,,,,
6526,1,翁某,ang-bóo,,,,[方1]0970
6527,1,耙柫,pê-put,,,,
6528,1,素面,sòo-bīn,,,,
6529,1,素食,sòo-si̍t,,,,
6530,1,紙厝,tsuá-tshù,,,,
6531,1,紙扇,tsuá-sìnn,,,,
6532,1,紡紗,pháng-se,,,,
6533,1,胭脂,ian-tsi,,,,
6534,1,胸掛骨,hing-kuà-kut,,,,
6535,1,紙條,tsuá-tiâu,,,,
6536,1,紙票,tsuá-phiò,,,,
6537,1,紙袋仔,tsuá-tē-á,,,,
6538,1,缺喙,khih-tshuì,,,,
6539,1,翁婿,ang-sài,,,,
6540,1,純然,sûn-jiân/sûn-liân,,,,
6541,1,紙牌,tsuá-pâi,,,,
6542,1,紗窗,se-thang,,,,
6543,1,紙篋仔,tsuá-kheh-á,,,,
6544,1,素質,sòo-tsit,,,,
6545,1,紙橐仔,tsuá-lok-á,,,,
6546,1,紙燈,tsuá-ting,,,,
6547,1,紙錢,tsuá-tsînn,,,,
6548,1,缺點,khuat-tiám,,,,
6549,1,能,lîng,,肉,130-06-10,
6550,1,胿,kui,,肉,130-06-10,
6551,1,脆,tshè,白,肉,130-06-10,[方]352
6552,1,脈,me̍h,白,肉,130-06-10,[方]150
6553,1,臭,tshàu,,自,132-04-10,
6554,1,舀,iúnn,替,臼,134-04-10,[方]061
6555,1,舐,tsīnn,,舌,135-04-10,[方1]0702
6556,1,茈,tsínn,替,艸,140-06-10,
6557,1,茫,bâng,白,艸,140-06-10,
6558,1,茫,bông,文,艸,140-06-10,
6559,1,茶,tê,,艸,140-06-10,
6560,1,草,tsháu,白,艸,140-06-10,
6561,1,草,tshó,文,艸,140-06-10,[方]343
6562,1,臭人,tshàu-lâng,,,,
6563,1,草人,tsháu-lâng,,,,
6564,1,臭丸,tshàu-uân,,,,
6565,1,茶山,tê-suann,,,,
6566,1,舀水,iúnn-tsuí,,,,
6567,1,茶心,tê-sim,,,,[方1]0364
6568,1,茶心茶,tê-sim-tê,,,,
6569,1,茶心粕,tê-sim-phoh,,,,
6570,1,臭火焦,tshàu-hué-ta/tshàu-hé-ta,,,,
6571,1,臭火燒,tshàu-hué-sio/tshàu-hé-sio,,,,
6572,1,臭火薰,tshàu-hué-hun/tshàu-hé-hun,,,,
6573,1,草仔,tsháu-á,,,,
6574,1,茶仔油,tê-á-iû,,,,
6575,1,臭奶呆,tshàu-ling-tai/tshàu-ni-tai,,,,[方1]0691
6576,1,茭白筍,kha-pe̍h-sún,,,,
6577,1,草地,tsháu-tē/tsháu-tuē,,,,
6578,1,草地人,tsháu-tē-lâng/tsháu-tuē-lâng,,,,
6579,1,臭老,tshàu-lāu,,,,
6580,1,茶米,tê-bí,,,,[方1]0364
6581,1,臭汗酸,tshàu-kuānn-sng,,,,
6582,1,臭耳甕仔,tshàu-hīnn-àng-á/tshàu-hī-àng-á,,,,
6583,1,臭耳聾,tshàu-hīnn-lâng/tshàu-hī-lâng,,,,[方1]0601
6584,1,臭屁,tshàu-phuì,,,,
6585,1,臭屁仙,tshàu-phuì-sian,,,,
6586,1,臭尿薟,tshàu-jiō-hiam/tshàu-liō-hiam,,,,
6587,1,臭豆腐,tshàu-tāu-hū,,,,
6588,1,茶店仔,tê-tiàm-á,,,,
6589,1,茶杯,tê-pue,,,,[方1]0140
6590,1,臭油,tshàu-iû,,,,[方1]0388
6591,1,茶油,tê-iû,,,,
6592,1,臭油垢,tshàu-iû-káu,,,,
6593,1,航空,hâng-khong,,,,
6594,1,舀肥,iúnn-puî,,,,
6595,1,臭青仔,tshàu-tshenn-á,,,,
6596,1,脆柿,tshè-khī,,,,
6597,1,臭柿仔,tshàu-khī-á,,,,
6598,1,茯苓糕,ho̍k-lîng-ko,,,,
6599,1,臭面,tshàu-bīn,,,,
6600,1,臭風,tshàu-hong,,,,
6601,1,草厝仔,tsháu-tshù-á,,,,
6602,1,草埔,tsháu-poo,,,,
6603,1,草索仔,tsháu-soh-á,,,,
6604,1,茭荖仔,ka-ló-á,,,,
6605,1,草窒仔,tshó-that-á,,,,
6606,1,茶莊,tê-tsng,,,,
6607,1,草魚,tsháu-hî/tsháu-hû,,,,[方1]0324
6608,1,臭喙角,tshàu-tshuì-kak,,,,
6609,1,臭殕,tshàu-phú,,,,
6610,1,臭焦,tshàu-ta,,,,
6611,1,草猴,tsháu-kâu,,,,[方1]0277
6612,1,草絪,tsháu-in,,,,
6613,1,草菇,tsháu-koo,,,,
6614,1,茶園,tê-hn̂g,,,,
6615,1,臭塗味,tshàu-thôo-bī,,,,
6616,1,臭溝仔,tshàu-kau-á,,,,
6617,1,茶滓,tê-tái,,,,
6618,1,臭煬,tshàu-iāng,,,,
6619,1,臭腥,tshàu-tshènn/tshàu-tshìnn,,,,[方1]0456
6620,1,臭腥公,tshàu-tshenn-kong/tshàu-tshinn-kong,,,,
6621,1,茶葉,tê-hio̍h,,,,
6622,1,臭跤液,tshàu-kha-sio̍h,,,,
6623,1,茶鈷,tê-kóo,,,,
6624,1,茶箍,tê-khoo,,,,
6625,1,草蓆,tsháu-tshio̍h,,,,[方1]0932
6626,1,草蜢公,tsháu-meh-kong,,,,[方1]0278
6627,1,草蜢仔,tsháu-meh-á,,,,[方1]0278
6628,1,臭酸,tshàu-sng,,,,
6629,1,臭彈,tshàu-tuānn,,,,
6630,1,草寮仔,tsháu-liâu-á,,,,
6631,1,茶盤,tê-puânn,,,,
6632,1,草蔬,tsháu-se,,,,
6633,1,草蝦,tsháu-hê,,,,
6634,1,臭賤,tshàu-tsiān,,,,
6635,1,草鞋,tsháu-ê/tsháu-uê,,,,
6636,1,草橄欖,tshó-kan-ná,,,,[方1]0312
6637,1,茶甌,tê-au,,,,[方1]0140
6638,1,臭頭,tshàu-thâu,,,,
6639,1,茶館,tê-kuán,,,,
6640,1,臭頭雞仔,tshàu-thâu-ke-á/tshàu-thâu-kue-á,,,,
6641,1,臭臊,tshàu-tsho,,,,
6642,1,茈薑,tsínn-kiunn,,,,[方1]0233
6643,1,臭薟薟,tshàu-hiam-hiam,,,,
6644,1,草鍥仔,tsháu-keh-á/tsháu-kueh-á,,,,
6645,1,臭羶,tshàu-hiàn,,,,
6646,1,草藥,tsháu-io̍h,,,,
6647,1,臭藥丸仔,tshàu-io̍h-uân-á,,,,
6648,1,草霸王,tsháu-pà-ông,,,,
6649,1,茶欉,tê-tsâng,,,,
6650,1,茶罐,tê-kuàn,,,,
6651,1,荏,lám,,艸,140-06-10,
6652,1,荒,hng,白,艸,140-06-10,[方]039
6653,1,衰,sue,白,衣,145-04-10,
6654,1,袂,bē/buē,替,衣,145-04-10,
6655,1,衰䆀,sue-bái,,,,
6656,1,袂䆀,bē-bái/buē-bái,,,,
6657,1,袂歹,bē pháinn/buē pháinn,,,,
6659,1,袂用得,bē-īng-tit/buē-īng-tit,,,,[方1]0820
6660,1,袂合,bē ha̍h/buē ha̍h,,,,
6661,1,袂收山,bē-siu-suann/buē-siu-suann,,,,
6662,1,衰尾,sue-bué/sue-bé,,,,
6663,1,衰尾道人,sue-bué-tō-jîn/sue-bé-tō-lîn,,,,
6664,1,荏身,lám-sin,,,,
6665,1,袂見笑,bē-kiàn-siàu/buē-kiàn-siàu,,,,
6666,1,袂使,bē-sái/buē-sái,,,,[方1]0820
6667,1,袂使得,bē-sái-tit/buē-sái-tit,,,,
6668,1,袂和,bē-hô/buē-hô,,,,
6669,1,荔枝,nāi-tsi,,,,[方1]0305
6670,1,袂直,bē-ti̍t/buē-ti̍t,,,,
6671,1,袂按算,bē àn-sǹg/buē àn-sǹg,,,,
6672,1,袂赴,bē-hù/buē-hù,,,,
6673,1,袂食袂睏,bē-tsia̍h-bē-khùn/buē-tsia̍h-buē-khùn,,,,
6674,1,荒埔,hng-poo,,,,
6675,1,袂記得,bē-kì-tit/buē-kì-tit,,,,
6676,1,袂得通,bē-tit-thang/buē-tit-thang,,,,
6677,1,袂得過,bē-tit kuè/buē-tit kè,,,,
6679,1,袂堪得,bē-kham-tit/buē-kham-tit,,,,
6680,1,袂當,bē-tàng/buē-tàng,,,,[方1]0820
6681,1,衰運,sue-ūn,,,,
6682,1,荒廢,hong-huì,,,,
6683,1,衰潲,sue-siâu,,,,
6684,1,袂曉,bē-hiáu/buē-hiáu,,,,[方1]0818
6685,1,袂輸,bē-su/buē-su,,,,
6686,1,袂輸講,bē-su-kóng/buē-su-kóng,,,,
6687,1,袂講得,bē-kóng-tit/buē-kóng-tit,,,,
6688,1,袂伸捙,bē-tshun-tshia/buē-tshun-tshia,,,,
6689,1,荏懶,lám-nuā,,,,
6690,1,荖藤,láu-tîn,,,,
6691,1,討,thó,,言,149-03-10,[方]277
6692,1,記,kì,,言,149-03-10,
6693,1,豹,pà,,豸,153-03-10,
6694,1,財,tsâi,,貝,154-03-10,
6695,1,起,khí,,走,156-03-10,
6696,1,迵,thàng,替,辵,162-06-10,
6697,1,迷,bê,,辵,162-06-10,
6698,1,迸,piàng,,辵,162-06-10,
6699,1,追,tui,,辵,162-06-10,
6700,1,退,thè,,辵,162-06-10,[方]272
6701,1,送,sàng,白,辵,162-06-10,
6702,1,逃,tô,,辵,162-06-10,
6703,1,逆,gi̍k,,辵,162-06-10,
6704,1,起𪁎,khí-tshio,,,,
6705,1,財力,tsâi-li̍k,,,,
6706,1,討人情,thó-jîn-tsîng/thó-lîn-tsîng,,,,
6707,1,貢丸,kòng-uân,,,,
6708,1,逃亡,tô-bông,,,,
6709,1,逆子,gi̍k-tsú,,,,
6710,1,送上山,sàng-tsiūnn-suann,,,,
6711,1,財子壽,tsâi-tsú-siū,,,,
6712,1,起手,khí-tshiú,,,,
6713,1,起毛,khí-moo,,,,
6714,1,逆天,gi̍k-thinn,,,,
6715,1,起毛䆀,khí-moo bái,,,,
6716,1,送日仔,sàng-ji̍t-á/sàng-li̍t-á,,,,
6717,1,起毛婸,khí-moo giang,,,,
6718,1,起火,khí-hué/khí-hé,,,,
6719,1,退火,thè-hué/thè-hé,,,,
6720,1,財主,tsâi-tsú,,,,
6721,1,追加,tui-ka,,,,
6722,1,逃犯,tô-huān,,,,
6723,1,討皮疼,thó-phuê-thiànn/thó-phê-thiànn,,,,
6724,1,退伍,thè-ngóo,,,,
6725,1,退休,thè-hiu,,,,
6726,1,起因,khí-in,,,,
6727,1,退冰,thè-ping,,,,
6728,1,豈有此理,khí-iú-tshú-lí,,,,
6729,1,起色,khí-sik,,,,
6730,1,起行,khí-kiânn,,,,
6731,1,退色,thè-sik,,,,
6732,1,逃兵,tô-ping,,,,
6733,1,起床,khí-tshn̂g,,,,
6734,1,追求,tui-kiû,,,,
6735,1,退步,thè-pōo,,,,
6736,1,起狂,khí-kông,,,,
6737,1,追究,tui-kiù,,,,
6738,1,逃走,tô-tsáu,,,,
6739,1,起事,khí-sū,,,,
6740,1,起來,khí-lâi,,,,
6741,1,討命,thó-miā,,,,
6742,1,逃命,tô-miā,,,,
6743,1,起呸面,khí-phuì-bīn,,,,
6744,1,退定,thè-tiānn,,,,
6745,1,送定,sàng-tiānn,,,,
6746,1,記性,kì-sìng,,,,
6747,1,起性地,khí-sìng-tē/khí-sìng-tuē,,,,
6748,1,財物,tsâi-bu̍t,,,,
6749,1,記者,kì-tsiá,,,,
6750,1,退股,thè-kóo,,,,
6751,1,訕削,suān-siah,,,,
6752,1,迷信,bê-sìn,,,,
6753,1,討契兄,thó-khè-hiann/thó-khuè-hiann,,,,
6754,1,退後,thè-āu,,,,
6755,1,財政,tsâi-tsìng,,,,
6756,1,討食,thó-tsia̍h,,,,
6757,1,起風,khí-hong,,,,
6758,1,起凊瘼,khí-tshìn-mo̍oh,,,,
6759,1,起厝,khí-tshù,,,,
6760,1,起家,khí-ke,,,,
6761,1,討海,thó-hái,,,,
6762,1,討海人,thó-hái-lâng,,,,
6763,1,財神,tsâi-sîn,,,,
6764,1,送神,sàng-sîn,,,,
6765,1,財神爺,tsâi-sîn-iâ,,,,
6766,1,退酒,thè-tsiú,,,,
6767,1,退婚,thè-hun,,,,
6768,1,財產,tsâi-sán,,,,[方1]0123
6769,1,起無空,khí-bô-khang,,,,
6770,1,起痟,khí-siáu,,,,
6771,1,起程,khí-thîng,,,,
6772,1,起童,khí-tâng,,,,[方1]0950
6773,1,退童,thè-tâng,,,,
6774,1,起訴,khí-sòo,,,,
6775,1,討趁,thó-thàn,,,,
6776,1,起雄,khí-hiông,,,,
6777,1,討債,thó-tsè,,,,
6778,1,迷亂,bê-luān,,,,
6779,1,討債囝,thó-tsè-kiánn,,,,
6780,1,送嫁,sàng-kè,,,,
6781,1,財源,tsâi-guân,,,,
6782,1,起碇,khí-tiānn,,,,
6783,1,起落,khí-lo̍h,,,,
6784,1,記號,kì-hō,,,,
6785,1,起跤動手,khí-kha-tāng-tshiú,,,,
6786,1,迵過,thàng--kuè/thàng--kè,,,,
6787,1,起鼓,khí-kóo,,,,
6788,1,討厭,thó-ià,,,,
6789,1,財團,tsâi-thuân,,,,
6790,1,追認,tui-jīn/tui-līn,,,,
6791,1,起價,khí-kè,,,,
6792,1,討數,thó-siàu,,,,
6793,1,記數,kì-siàu,,,,
6794,1,訕潲,suān-siâu,,,,
6795,1,退熱,thè-jia̍t/thè-lia̍t,,,,
6796,1,起碼,khí-má,,,,
6797,1,討論,thó-lūn,,,,
6798,1,退學,thè-ha̍k,,,,
6799,1,記憶,kì-ik,,,,
6800,1,討錢,thó-tsînn,,,,
6801,1,起頭,khí-thâu,,,,
6802,1,退癀,thè-hông,,,,
6803,1,逃避,tô-pī,,,,
6804,1,送禮,sàng-lé,,,,
6805,1,起雞母皮,khí-ke-bó-phuê/khí-kue-bó-phê,,,,
6806,1,起藥蛆,khí-io̍h-tshi/khí-io̍h-tshu,,,,
6807,1,財寶,tsâi-pó,,,,
6808,1,貢獻,kòng-hiàn,,,,
6809,1,迷戀,bê-luân,,,,
6810,1,配,phuè/phè,,酉,164-03-10,[方]196
6811,1,酒,tsiú,,酉,164-03-10,
6812,1,釘,tìng,,金,167-02-10,
6813,1,針,tsiam,,金,167-02-10,[方]355
6814,1,閃,siám,,門,169-02-10,
6815,1,院,īnn,,阜,170-07-10,
6816,1,陣,tsūn,文,阜,170-07-10,
6817,1,陣,tīn,白,阜,170-07-10,
6818,1,除,tî/tû,白,阜,170-07-10,[方]393
6819,1,除,tû,文,阜,170-07-10,[方]393
6820,1,隻,tsiah,白,隹,172-02-10,
6821,1,飢,ki,,食,184-02-10,
6822,1,馬,bé,白,馬,187-00-10,
6823,1,馬,má,文,馬,187-00-10,
6824,1,骨,kut,,骨,188-00-10,
6825,1,高,ko,,高,189-00-10,
6826,1,鬥,tàu,白,鬥,191-00-10,
6827,1,鬼,kuí,,鬼,194-00-10,
6828,1,馬力,bé-la̍t,,,,
6829,1,骨力,kut-la̍t,,,,
6830,1,馬上,má-siōng,,,,
6831,1,高女,ko-lí/ko-lú,,,,
6832,1,高中,ko-tiong,,,,
6833,1,高手,ko-tshiú,,,,
6834,1,酒仙,tsiú-sian,,,,
6835,1,釘仔,ting-á,,,,
6836,1,馬仔,bé-á,,,,
6837,1,鬼仔,kuí-á,,,,
6838,1,釘仔鉗,ting-á-khînn,,,,
6839,1,鬥句,tàu-kù,,,,
6840,1,酒母,tsiú-bú,,,,
6841,1,配合,phuè-ha̍p/phè-ha̍p,,,,
6842,1,除名,tû-miâ,,,,
6843,1,骨肉,kut-jio̍k/kut-lio̍k,,,,
6844,1,高血壓,ko-hueh-ap/ko-huih-ap,,,,
6845,1,馬西馬西,má-se-má-se,,,,
6846,1,針灸,tsiam-kù,,,,
6847,1,配角,phuè-kak/phè-kak,,,,
6848,1,針車,tsiam-tshia,,,,[方1]0929
6849,1,高見,ko-kiàn,,,,
6850,1,高尚,ko-sióng,,,,
6851,1,釘孤枝,tìng-koo-ki,,,,
6852,1,馬拉松,ma-lá-sóng,,,,
6853,1,酒杯,tsiú-pue,,,,
6854,1,高明,ko-bîng,,,,
6855,1,酒矸,tsiú-kan,,,,
6856,1,針空,tsiam-khang,,,,
6857,1,鬥空,tàu-khang,,,,
6858,1,酒矸窒仔,tsiú-kan-that-á,,,,
6859,1,鬥股,tàu-kóo,,,,
6860,1,陣雨,tsūn-hōo,,,,
6861,1,鬼門,kuí-mn̂g,,,,
6862,1,鬼門關,kuí-mn̂g-kuan,,,,
6863,1,除非,tû-hui,,,,
6864,1,鬼剃頭,kuí-thì-thâu,,,,
6865,1,針指,tsiam-tsáinn,,,,
6866,1,鬥相共,tàu-sann-kāng,,,,[方1]0784
6867,1,閃風,siám-hong,,,,
6868,1,馬面,bé-bīn,,,,
6869,1,配料,phuè-liāu/phè-liāu,,,,
6870,1,釘根,tìng-kin/tìng-kun,,,,
6871,1,骨格,kut-keh,,,,
6872,1,骨氣,kut-khì,,,,
6873,1,骨烌,kut-hu,,,,
6874,1,陣疼,tsūn-thiànn,,,,
6875,1,鬼神,kuí-sîn,,,,
6876,1,高級,ko-kip,,,,
6877,1,飢荒,ki-hng,,,,
6878,1,酒配,tsiú-phuè/tsiú-phè,,,,
6879,1,鬥陣,tàu-tīn,,,,[方1]0870
6880,1,馬馬虎虎,má-má-hu-hu,,,,
6881,1,鬥做伙,tàu-tsò-hué/tàu-tsuè-hé,,,,
6882,1,酒瓶,tsiú-pân,,,,
6883,1,鬥無閒,tàu-bô-îng,,,,
6884,1,配給,phuè-kip/phè-kip,,,,
6885,1,閃著,siám-tio̍h,,,,
6886,1,高貴,ko-kuì,,,,
6887,1,閃開,siám-khui,,,,
6888,1,酒開仔,tsiú-khui-á,,,,
6889,1,針黹,tsiam-tsí,,,,
6890,1,酒窟仔,tsiú-khut-á,,,,[方1]0529
6891,1,高粱酒,kau-liâng-tsiú,,,,[方1]0371
6892,1,鬥跤手,tàu-kha-tshiú,,,,[方1]0784
6893,1,馬鈴薯,má-lîng-tsî/má-lîng-tsû,,,,[方1]0300
6894,1,鬥夥計,tàu-hué-kì/tàu-hé-kì,,,,[方1]1037
6895,1,鬥榫頭,tàu-sún-thâu,,,,
6896,1,酒漏仔,tsiú-lāu-á,,,,
6897,1,鬼精,kuí-tsiann,,,,
6898,1,馬褂,bé-kuà,,,,
6899,1,針鼻,tsiam-phīnn,,,,
6900,1,酒樓,tsiú-lâu,,,,
6901,1,高潮,ko-tiau,,,,
6902,1,酒醉,tsiú-tsuì,,,,
6903,1,骨輪,kut-lûn,,,,
6904,1,馬鞍,bé-uann,,,,
6905,1,馬齒豆,bé-khí-tāu,,,,
6906,1,鬥鬧熱,tàu-lāu-jia̍t/tàu-lāu-lia̍t,,,,
6907,1,酒甌,tsiú-au,,,,
6908,1,配頭,phuè-thâu/phè-thâu,,,,
6909,1,陣頭,tīn-thâu,,,,
6910,1,馬頭,bé-thâu,,,,
6911,1,骨頭烌,kut-thâu-hu,,,,
6912,1,鬼頭鬼腦,kuí-thâu-kuí-náu,,,,
6913,1,馬戲,bé-hì,,,,
6914,1,鬥幫贊,tàu-pang-tsān,,,,
6915,1,酒糟,tsiú-tsau,,,,
6916,1,閃避,siám-pī,,,,
6917,1,馬鮫,bé-ka,,,,
6918,1,釘點,tìng-tiám,,,,
6919,1,酒甕,tsiú-àng,,,,
6920,1,酒癖,tsiú-phiah,,,,
6921,1,馬薺,bé-tsî,,,,
6922,1,馬鞭,bé-pinn,,,,
6923,1,閃爍,siám-sih,,,,
6924,1,高麗,ko-lê,,,,
6925,1,高麗參,ko-lê-sim,,,,
6926,1,高麗菜,ko-lê-tshài,,,,
6927,1,高麗菜穎仔,ko-lê-tshài-ínn-á,,,,
6928,1,乾,kuann,白,乙,005-10-11,
6929,1,乾,kan,文,乙,005-10-11,
6930,1,乾,khiân,,乙,005-10-11,
6931,1,偃,ián,替,人,009-09-11,
6932,1,假,ká,文,人,009-09-11,
6933,1,假,ké,白,人,009-09-11,
6934,1,偌,guā,替,人,009-09-11,
6935,1,偏,phian,文,人,009-09-11,
6936,1,偏,phinn,白,人,009-09-11,
6937,1,做,tsò/tsuè,,人,009-09-11,[方]387
6938,1,停,thîng,,人,009-09-11,
6939,1,偝,āinn/iāng,替,人,009-09-11,
6940,1,偷,thau,,人,009-09-11,
6941,1,兜,tau,,儿,010-09-11,[方1]0473
6942,1,剪,tsián,,刀,018-09-11,[方1]0757
6943,1,副,hù,,刀,018-09-11,
6944,1,假𠢕,ké-gâu,,,,
6945,1,做人,tsò--lâng/tsuè--lâng,,,,[方1]0987
6946,1,做人,tsò-lâng/tsuè-lâng,,,,
6947,1,做人情,tsò-jîn-tsîng/tsuè-lîn-tsîng,,,,
6948,1,偉大,uí-tāi,,,,
6949,1,做工,tsò-kang/tsuè-kang,,,,[方1]0979
6950,1,偝巾,āinn-kin/iāng-kun,,,,[方1]0616
6951,1,做大水,tsò-tuā-tsuí/tsuè-tuā-tsuí,,,,[方1]0172
6952,1,偷工減料,thau-kang-kiám-liāu,,,,
6953,1,偏心,phian-sim,,,,
6954,1,做歹,tsò-pháinn/tsuè-pháinn,,,,
6955,1,停手,thîng-tshiú,,,,
6956,1,停止,thîng-tsí,,,,
6957,1,副手,hù-tshiú,,,,
6958,1,做月內,tsò-gue̍h-lāi/tsuè-ge̍h-lāi,,,,
6959,1,做牙,tsò-gê/tsuè-gê,,,,
6960,1,假仙,ké-sian,,,,
6961,1,乾仔孫,kan-á-sun,,,,
6962,1,假仙假觸,ké-sian-ké-tak,,,,
6963,1,假包,ké-pâu,,,,
6964,1,做司公,tsò-sai-kong/tsuè-sai-kong,,,,
6965,1,做功德,tsò-kong-tik/tsuè-kong-tik,,,,
6966,1,剪布,tsián-pòo,,,,
6967,1,副本,hù-pún,,,,
6968,1,做生日,tsò-senn-ji̍t/tsuè-sinn-li̍t,,,,
6969,1,偷生的,thau-senn--ê/thau-sinn--ê,,,,
6970,1,做生理,tsò-sing-lí/tsuè-sing-lí,,,,[方1]0657
6971,1,做伙,tsò-hué/tsuè-hé,,,,[方1]0870
6972,1,健丟,kiān-tiu,,,,
6973,1,健全,kiān-tsuân,,,,
6974,1,偏名,phian-miâ,,,,
6975,1,假好衰,ké-hó-sue,,,,
6976,1,假死,ké-sí,,,,
6977,1,做旬,tsò-sûn/tsuè-sûn,,,,[方1]0649
6978,1,假死假活,ké-sí-ké-ua̍h,,,,
6979,1,做色,tsò-sik/tsuè-sik,,,,
6980,1,做忌,tsò-kī/tsuè-kī,,,,[方1]0063
6981,1,假使,ká-sú,,,,
6982,1,偷來暗去,thau-lâi-àm-khì,,,,
6983,1,做店面,tsò tiàm-bīn/tsuè tiàm-bīn,,,,
6984,1,偷拈,thau ni,,,,
6985,1,做法,tsò-huat/tsuè-huat,,,,
6986,1,偷咬雞仔,thau-kā-ke-á/thau-kā-kue-á,,,,
6987,1,做客,tsò-kheh/tsuè-kheh,,,,
6988,1,偷看,thau khuànn,,,,
6989,1,偷食,thau tsia̍h,,,,
6990,1,偷食步,thau-tsia̍h-pōo,,,,
