主編號,屬性代號,詞目,音讀,文白,部首,部首序,方言差對應
35321,16,長濱鄉,Tiông-pin-hiong,,,,
35322,16,太麻里鄉,Thài-mâ-lí-hiong,,,,
35323,16,大武鄉,Tāi-bú-hiong,,,,
35324,16,綠島鄉,Li̍k-tó-hiong,,,,
35325,16,海端鄉,Hái-tuan-hiong,,,,
35326,16,延平鄉,Iân-pîng-hiong,,,,
35327,16,金峰鄉,Kim-hong-hiong,,,,
35328,16,達仁鄉,Ta̍t-jîn-hiong,,,,
35329,16,蘭嶼鄉,Lân-sū-hiong,,,,
35330,16,花蓮縣,Hua-lian-kuān,,,,
35331,16,花蓮市,Hua-lian-tshī,,,,
35332,16,鳳林鎮,Hōng-lîm-tìn,,,,
35333,16,玉里鎮,Gio̍k-lí-tìn,,,,
35334,16,新城鄉,Sin-siânn-hiong,,,,
35335,16,吉安鄉,Kiat-an-hiong,,,,
35336,16,壽豐鄉,Siū-hong-hiong,,,,
35337,16,光復鄉,Kong-ho̍k-hiong,,,,
35338,16,豐濱鄉,Hong-pin-hiong,,,,
35339,16,瑞穗鄉,Suī-suī-hiong,,,,
35340,16,富里鄉,Hù-lí-hiong,,,,
35341,16,秀林鄉,Siù-lîm-hiong,,,,
35342,16,萬榮鄉,Bān-îng-hiong,,,,
35343,16,卓溪鄉,Toh-khe-hiong,,,,
35344,16,澎湖縣,Phînn-ôo-kuān,,,,
35345,16,馬公市,Má-king-tshī,,,,
35346,16,湖西鄉,Ôo-sai-hiong,,,,
35347,16,白沙鄉,Pe̍h-sua-hiong,,,,
35348,16,西嶼鄉,Sai-sū-hiong,,,,
35349,16,望安鄉,Bāng-uann-hiong,,,,
35350,16,七美鄉,Tshit-bí-hiong,,,,
35351,16,基隆市,Ke-lâng-tshī,,,,
35352,16,中正區,Tiong-tsìng-khu,,,,
35353,16,七堵區,Tshit-tóo-khu,,,,
35354,16,暖暖區,Luán-luán-khu,,,,
35355,16,仁愛區,Jîn-ài-khu,,,,
35356,16,中山區,Tiong-san-khu,,,,
35357,16,安樂區,An-lo̍k-khu,,,,
35358,16,信義區,Sìn-gī-khu,,,,
35359,16,新竹市,Sin-tik-tshī,,,,
35360,16,東區,Tang-khu,,,,
35361,16,北區,Pak-khu,,,,
35362,16,香山區,Hiong-san-khu,,,,
35363,16,臺中市,Tâi-tiong-tshī,,,,
35364,16,中區,Tiong-khu,,,,
35365,16,東區,Tang-khu,,,,
35366,16,南區,Lâm-khu,,,,
35367,16,西區,Sai-khu,,,,
35368,16,北區,Pak-khu,,,,
35369,16,西屯區,Sai-tūn-khu,,,,
35370,16,南屯區,Lâm-tūn-khu,,,,
35371,16,北屯區,Pak-tūn-khu,,,,
35372,16,嘉義市,Ka-gī-tshī,,,,
35373,16,東區,Tang-khu,,,,
35374,16,西區,Sai-khu,,,,
35375,16,臺南市,Tâi-lâm-tshī,,,,
35376,16,東區,Tang-khu,,,,
35377,16,南區,Lâm-khu,,,,
35378,16,北區,Pak-khu,,,,
35379,16,中西區,Tiong-se-khu,,,,
35380,16,安南區,An-lâm-khu,,,,
35381,16,安平區,An-pîng-khu,,,,
35382,16,金門縣,Kim-mn̂g-kuān,,,,
35383,16,金城鎮,Kim-siânn-tìn,,,,
35384,16,金沙鎮,Kim-sua-tìn,,,,
35385,16,金湖鎮,Kim-ôo-tìn,,,,
35386,16,金寧鄉,Kim-lîng-hiong,,,,
35387,16,烈嶼鄉,Lia̍t-sū-hiong,,,,
35388,16,烏坵鄉,Oo-khiu-hiong,,,,
35389,16,連江縣,Liân-kang-kuān,,,,
35390,16,南竿鄉,Lâm-kan-hiong,,,,
35391,16,北竿鄉,Pak-kan-hiong,,,,
35392,16,莒光鄉,Kí-kong-hiong,,,,
35393,16,東引鄉,Tang-ín-hiong,,,,
35394,16,其他,,,,,
35395,16,東沙,Tang-sua,,,,
35396,16,南沙,Lâm-sua,,,,
35397,16,釣魚台,Tiò-hî-tâi,,,,
36001,17,中山國中,Tiong-san Kok-tiong,,,,
36002,17,南京東路,Lâm-kiann-tang-lōo,,,,
36003,17,忠孝復興,Tiong-hàu Ho̍k-hing,,,,
36004,17,大安,Tāi-an,,,,
36005,17,科技大樓,Kho-ki Tuā-lâu,,,,
36006,17,六張犁,La̍k-tiunn-lê,,,,
36007,17,麟光,Lîn-kong,,,,
36008,17,辛亥,Sin-hāi,,,,
36009,17,萬芳醫院,Bān-hong Pēnn-īnn/Bān-hong Pīnn-īnn,,,,
36010,17,萬芳社區,Bān-hong Siā-khu,,,,
36011,17,木柵,Ba̍k-sa,,,,
36012,17,動物園,Tōng-bu̍t-hn̂g,,,,
36013,17,紅樹林,Âng-tshiū-nâ,,,,
36014,17,竹圍,Tik-uî-á,,,,
36015,17,關渡,Kan-tāu,,,,
36016,17,忠義,Tiong-gī,,,,
36017,17,復興崗,Ho̍k-hing-kong,,,,
36018,17,北投,Pak-tâu,,,,
36019,17,奇岩,Kî-giâm,,,,
36020,17,唭哩岸,Ki-lí-gān,,,,
36021,17,石牌,Tsio̍h-pâi-á,,,,
36022,17,明德,Bîng-tik,,,,
36023,17,芝山,Tsi-san,,,,
36024,17,士林,Sū-lîm,,,,
36025,17,劍潭,Kiàm-thâm,,,,
36026,17,圓山,Înn-suann-á,,,,
36027,17,民權西路,Bîn-kuân-se-lōo,,,,
36028,17,雙連,Siang-liân,,,,
36029,17,中山,Tiong-san,,,,
36030,17,臺北車站,Tâi-pak Tshia-tsām,,,,
36031,17,臺大醫院,Tâi-tāi Pēnn-īnn/Tâi-tāi Pīnn-īnn,,,,
36032,17,中正紀念堂,Tiong-tsìng Kì-liām-tn̂g,,,,
36033,17,古亭,Kóo-tîng,,,,
36034,17,臺電大樓,Tâi-tiān Tuā-lâu,,,,
36035,17,公館,Kong-kuán,,,,
36036,17,萬隆,Bān-liông,,,,
36037,17,景美,Kíng-bué/Kíng-bé,,,,
36038,17,大坪林,Tuā-pînn-nâ,,,,
36039,17,七張,Tshit-tiunn,,,,
36040,17,新店區公所,Sin-tiàm Khu-kong-sóo,,,,
36041,17,新店,Sin-tiàm,,,,
36042,17,頂溪,Tíng-khe/Tíng-khue,,,,
36043,17,永安市場,Íng-an Tshī-tiûnn,,,,
36044,17,景安,Kíng-an,,,,
36045,17,南勢角,Lâm-sì-kak,,,,
36046,17,昆陽,Khun-iông,,,,
36047,17,後山埤,Āu-suann-pi,,,,
36048,17,永春,Íng-tshun,,,,
36049,17,市政府,Tshī-tsìng-hú,,,,
36050,17,國父紀念館,Kok-hū Kì-liām-kuán,,,,
36051,17,忠孝敦化,Tiong-hàu Tun-huà,,,,
36052,17,忠孝復興,Tiong-hàu Ho̍k-hing,,,,
36053,17,忠孝新生,Tiong-hàu Sin-sing,,,,
36054,17,善導寺,Siān-tō-sī,,,,
36055,17,臺北車站,Tâi-pak Tshia-tsām,,,,
36056,17,西門,Se-mn̂g,,,,
36057,17,龍山寺,Liông-san-sī,,,,
36058,17,江子翠,Káng-á-tshuì,,,,
36059,17,新埔,Sin-poo,,,,
36060,17,板橋,Pang-kiô,,,,
36061,17,府中,Hú-tiong,,,,
36062,17,亞東醫院,A-tang Pēnn-īnn/A-tang Pīnn-īnn,,,,
36063,17,海山,Hái-san,,,,
36064,17,土城,Thôo-siânn,,,,
36065,17,永寧,Íng-lîng,,,,
36066,17,小南門,Sió-lâm-mn̂g,,,,
36067,17,新北投,Sin-pak-tâu,,,,
36068,17,小碧潭,Sió-phik-thâm,,,,
36069,17,西子灣,Se-á-uân,,,,
36070,17,鹽埕埔,Iâm-tiânn-poo,,,,
36071,17,市議會,Tshī-gī-huē,,,,
36072,17,信義國小,Sìn-gī Kok-sió,,,,
36073,17,文化中心,Bûn-huà Tiong-sim,,,,
36074,17,五塊厝,Gōo-tè-tshù,,,,
36075,17,技擊館,Ki-kik-kuán,,,,
36076,17,衛武營,Uē-bú-iânn,,,,
36077,17,鳳山西站,Hōng-suann-se-tsām,,,,
36078,17,鳳山,Hōng-suann,,,,
36079,17,大東,Tāi-tang,,,,
36080,17,鳳山國中,Hōng-suann Kok-tiong,,,,
36081,17,大寮,Tuā-liâu,,,,
36082,17,小港,Sió-káng,,,,
36083,17,高雄國際機場,Ko-hiông Kok-tsè Ki-tiûnn,,,,
36084,17,草衙,Tsháu-gê,,,,
36085,17,前鎮高中,Tsiân-tìn Ko-tiong,,,,
36086,17,凱旋,Khái-suân,,,,
36087,17,獅甲,Sai-kah,,,,
36088,17,三多商圈,Sàm-to Siong-khuan,,,,
36089,17,中央公園,Tiong-iong Kong-hn̂g,,,,
36090,17,美麗島,Bí-lē-tó,,,,
36091,17,高雄車站,Ko-hiông Tshia-tsām,,,,
36092,17,後驛,Āu-ia̍h,,,,
36093,17,凹子底,Lap-á-té,,,,
36094,17,巨蛋,Kī-tàn,,,,
36095,17,生態園區,Sing-thài Uân-khu,,,,
36096,17,左營,Tsó-iânn,,,,
36097,17,世運,Sè-ūn,,,,
36098,17,油廠國小,Iû-tshiúnn Kok-sió,,,,
36099,17,楠梓加工區,Lâm-tsú Ka-kang-khu,,,,
36100,17,後勁,Āu-ngē,,,,
36101,17,都會公園,Too-huē Kong-hn̂g,,,,
36102,17,青埔,Tshing-poo,,,,
36103,17,橋頭糖廠,Kiô-thâu Thn̂g-tshiúnn,,,,
36104,17,橋頭火車站,Kiô-thâu Hué-tshia-tsām,,,,
36105,17,南岡山,Lâm-kong-san,,,,
36106,17,大直,Tāi-ti̍t,,,,
36107,17,劍南路,Kiàm-lâm-lōo,,,,
36108,17,西湖,Se-ôo,,,,
36109,17,港墘,Káng-kînn,,,,
36110,17,文德,Bûn-tik,,,,
36111,17,內湖,Lāi-ôo,,,,
36112,17,大湖公園,Tuā-ôo Kong-hn̂g,,,,
36113,17,葫洲,Ôo-tsiu,,,,
36114,17,東湖,Tang-ôo,,,,
36115,17,南港軟體園區,Lâm-káng Nńg-thé Hn̂g-khu,,,,
36116,17,南港展覽館,Lâm-káng Tián-lám-kuán,,,,
36117,17,南港,Lâm-káng,,,,
36118,17,南港展覽館,Lâm-káng Tián-lám-kuán,,,,
36119,17,松山機場,Siong-san ki-tiûnn,,,,
36120,17,輔大,Hú-tāi,,,,
36121,17,新莊,Sin-tsng,,,,
36122,17,頭前庄,Thâu-tsîng-tsng,,,,
36123,17,先嗇宮,Sian-sik-kiong,,,,
36124,17,三重,Sann-tîng-poo,,,,
36125,17,菜寮,Tshài-liâu,,,,
36126,17,臺北橋,Tâi-pak-kiô,,,,
36127,17,大橋頭,Tuā-kiô-thâu,,,,
36128,17,民權西路,Bîn-kuân-se-lōo,,,,
36129,17,中山國小,Tiong-san Kok-sió,,,,
36130,17,行天宮,Hîng-thian-kiong,,,,
36131,17,松江南京,Siông-kang Lâm-kiann,,,,
36132,17,忠孝新生,Tiong-hàu Sin-sing,,,,
36133,17,東門,Tang-mn̂g,,,,
36134,17,蘆洲,Lôo-tsiu,,,,
36135,17,三民高中,San-bîn Ko-tiong,,,,
36136,17,徐匯中學,Tshî-huē Tiong-ha̍k,,,,
36137,17,三和國中,Sam-hô Kok-tiong,,,,
36138,17,三重國小,Sam-tiông Kok-sió,,,,
36139,17,淡水,Tām-tsuí,,,,
36140,17,美麗島,Bí-lē-tó,,,,
37001,18,基隆港,Ke-lâng-káng,,,,
37002,18,臺中港,Tâi-tiong-káng,,,,
37003,18,高雄港,Ko-hiông-káng,,,,
37004,18,蘇澳港,Soo-ò-káng,,,,
37005,18,花蓮港,Hua-liân-káng,,,,
38001,19,蘭陽溪,Lân-iâng-khe,,,,
38002,19,羅東溪,Lô-tong-khe,,,,
38003,19,宜蘭河,Gî-lân-hô,,,,
38004,19,大礁溪,Tuā-ta-khe,,,,
38005,19,小礁溪,Sió-ta-khe,,,,
38006,19,淡水河,Tām-tsuí-hô,,,,
38007,19,三峽河,Sam-kiap-hô,,,,
38008,19,大漢溪,Tāi-hàn-khe,,,,
38009,19,新店溪,Sin-tiàm-khe,,,,
38010,19,基隆河,Ke-lâng-hô,,,,
38011,19,北勢溪,Pak-sì-khe,,,,
38012,19,景美溪,Kíng-bé-khe,,,,
38013,19,鳳山溪,Hōng-suann-khe,,,,
38014,19,頭前溪,Thâu-tsîng-khe,,,,
38015,19,油羅溪,Iû-lô-khe,,,,
38016,19,上坪溪,Siōng-pîng-khe,,,,
38017,19,中港溪,Tiong-káng-khe,,,,
38018,19,後龍溪,Āu-lâng-khe,,,,
38019,19,老田寮溪,Lāu-tshân-liâu-khe,,,,
38020,19,大安溪,Tāi-an-khe,,,,
38021,19,景山溪,Kíng-suann-khe,,,,
38022,19,大甲溪,Tāi-kah-khe,,,,
38023,19,烏溪,Oo-khe,,,,
38024,19,貓羅溪,Bâu-lô-khe,,,,
38025,19,眉溪,Bâi-khe,,,,
38026,19,北港溪,Pak-káng-khe,,,,
38027,19,大里溪,Tāi-lí-khe,,,,
38028,19,旱溪,Hān-khe,,,,
38029,19,頭汴坑溪,Thâu-pān-khenn-khe,,,,
38030,19,濁水溪,Lô-tsuí-khe,,,,
38031,19,清水溪,Tshing-tsuí-khe,,,,
38032,19,陳有蘭溪,Tân-iú-lân-khe,,,,
38033,19,東埔蚋溪,Tong-poo-la̍k-khe,,,,
38034,19,北港溪,Pak-káng-khe,,,,
38035,19,朴子溪,Phò-tsú-khe,,,,
38036,19,八掌溪,Pat-tsiáng-khe,,,,
38037,19,急水溪,Kip-tsuí-khe,,,,
38038,19,曾文溪,Tsan-bûn-khe,,,,
38039,19,後堀溪,Āu-khut-khe,,,,
38040,19,官田溪,Kuann-tiān-khe,,,,
38041,19,鹽水溪,Kiâm-tsuí-khe,,,,
38042,19,二仁溪,Jī-jîn-khe,,,,
38043,19,阿公店溪,A-kong-tiàm-khe,,,,
38044,19,高屏溪,Ko-pîn-khe,,,,
38045,19,旗山溪,Kî-san-khe,,,,
38046,19,美濃溪,Bi-long-khe,,,,
38047,19,荖濃溪,Lāu-lông-khe,,,,
38048,19,濁口溪,Lô-kháu-khe,,,,
38049,19,隘寮溪,Ài-liâu-khe,,,,
38050,19,武洛溪,Bú-lok-khe,,,,
38051,19,東港溪,Tang-káng-khe,,,,
38052,19,四重溪,Sì-tîng-khe,,,,
38053,19,卑南溪,Pi-lâm-khe,,,,
38054,19,鹿野溪,Lo̍k-iá-khe,,,,
38055,19,鹿寮溪,Lo̍k-liâu-khe,,,,
38056,19,秀姑巒溪,Siù-koo-luân-khe,,,,
38057,19,紅葉溪,Âng-hio̍h-khe,,,,
38058,19,富源溪,Hù-guân-khe,,,,
38059,19,豐坪溪,Hong-pênn-khe,,,,
38060,19,樂樂溪,Lo̍k-lo̍k-khe,,,,
38061,19,花蓮溪,Hua-liân-khe,,,,
38062,19,木瓜溪,Bo̍k-kue-khe,,,,
38063,19,壽豐溪,Siū-hong-khe,,,,
38064,19,萬里溪,Bān-lí-khe,,,,
38065,19,光復溪,Kong-ho̍k-khe,,,,
38066,19,馬太鞍溪,Má-tāi-an-khe,,,,
38067,19,和平溪,Hô-pîng-khe,,,,
39001,20,十八王公廟,Tsa̍p-peh-ông-kong-biō,,,,
39002,20,三山國王廟,Sam-san-kok-ông-biō,,,,
39003,20,大仙寺,Tāi-sian-sī,,,,
39004,20,大興宮,Tāi-hin-kiong,,,,
39005,20,仁和宮,Jîn-hô-kiong,,,,
39006,20,五福宮,Ngóo-hok-kiong,,,,
39007,20,孔子廟,Khóng-tsú-biō,,,,
39008,20,水仙宮,Tsuí-sian-kiong,,,,
39009,20,天后宮,Thian-hiō-kiong,,,,
39010,20,文武廟,Bûn-bú-biō,,,,
39011,20,仙公廟,Sian-kong-biō,,,,
39012,20,代天府,Tāi-thian-hú,,,,
39013,20,北極殿,Pak-ki̍k-tiān,,,,
39014,20,行天宮,Hîng-thian-kiong,,,,
39015,20,佛光山,Hu̍t-kong-san,,,,
39016,20,沙東宮,Sua-tong-kiong,,,,
39017,20,奉天宮,Hōng-thian-kiong,,,,
39018,20,定光佛廟,Tīng-kong-hu̍t-biō,,,,
39019,20,武聖廟,Bú-sìng-biō,,,,
39020,20,祀典武廟,Sū-tián-bú-biō,,,,
39021,20,青山國王廟,Tshing-san-kok-ông-biō,,,,
39022,20,長和宮,Tiông-hô-kiong,,,,
39023,20,保安宮,Pó-an-kiong,,,,
39024,20,南瑤宮,Lâm-iâu-kiong,,,,
39025,20,指南宮,Tsí-lâm-kiong,,,,
39026,20,昭應宮,Tsiau-ìng-kiong,,,,
39027,20,恩主公廟,Un-tsú-kong-biō,,,,
39028,20,祖師廟,Tsóo-su-biō,,,,
39029,20,清水巖,Tshing-tsuí-giâm,,,,
39030,20,都城隍廟,Too-sîng-hông-biō,,,,
39031,20,惠濟宮,Huī-tsè-kiong,,,,
39032,20,景福宮,Kíng-hok-kiong,,,,
39033,20,朝天宮,Tiâu-thian-kiong,,,,
39034,20,開元寺,Khai-guân-sī,,,,
39035,20,開化寺,Khai-huà-sī,,,,
39036,20,集應廟,Tsi̍p-ìng-biō,,,,
39037,20,媽祖宮,Má-tsóo-king,,,,
39038,20,媽祖廟,Má-tsóo-biō,,,,
39039,20,慈天宮,Tsû-thian-kiong,,,,
39040,20,慈濟宮,Tsû-tsè-kiong,,,,
39041,20,義民廟,Gī-bîn-biō,,,,
39042,20,萬和宮,Bān-hô-kiong,,,,
39043,20,福佑宮,Hok-iū-kiong,,,,
39044,20,碧霞宮,Phik-hâ-kiong,,,,
39045,20,德化堂,Tik-huà-tn̂g,,,,
39046,20,廣福宮,Kóng-hok-kiong,,,,
39047,20,慶安宮,Khìng-an-kiong,,,,
39048,20,褒忠亭,Po-tiong-tîng,,,,
39049,20,鄧公廟,Tīng-kong-biō,,,,
39050,20,鄭氏家廟,Tēnn--sī-ka-biō,,,,
39051,20,龍山寺,Liông-san-sī,,,,
39052,20,總趕宮,Tsóng-á-king,,,,
39053,20,齋明寺,Tsai-bîng-sī,,,,
39054,20,鎮瀾宮,Tìn-lân-kiong,,,,
39055,20,懷忠祠,Huâi-tiong-sī,,,,
39056,20,關渡宮,Kan-tāu-king,,,,
39057,20,觀音寺,Kuan-im-sī,,,,
40001,21,二八水,Jī-pat-tsuí,,,,
40002,21,二竹圍,Jī-tik-uî,,,,
40003,21,八里坌,Pat-lí-hun,,,,
40004,21,九芎林,Kiú-kiong-nâ,,,,
40005,21,七股寮,Tshit-kóo-liâu,,,,
40006,21,八芝蘭,Pat-tsi-lân,,,,
40007,21,二崙仔,Jī-lūn-á,,,,
40008,21,九塊厝,Káu-tè-tshù,,,,
40009,21,八塊厝,Peh-tè-tshù,,,,
40010,21,三叉河,Sam-tshe-hô,,,,
40011,21,山仔頂,Suann-á-tíng,,,,
40012,21,山仔跤,Suann-á-kha,,,,
40013,21,大目降,Tuā-ba̍k-kàng,,,,
40014,21,大安,Tāi-an,,,,
40015,21,大庄,Tuā-tsng,,,,
40016,21,山地門,Suann-tē-mn̂g,,,,
40017,21,大里杙,Tāi-lí-khi̍t,,,,
40018,21,三角店,Sann-kak-tiàm,,,,
40019,21,三角湧,Sann-kak-íng,,,,
40020,21,大佳臘,Tuā-ka-la̍h,,,,
40021,21,大坵園,Tuā-khu-hn̂g,,,,
40022,21,下林仔,Ē-nâ-á,,,,
40023,21,大社,Tuā-siā,,,,
40024,21,三重埔,Sann-tîng-poo,,,,
40025,21,大埔心,Tuā-poo-sim,,,,
40026,21,大埔林,Tuā-poo-nâ,,,,
40027,21,下埤頭,Ē-pi-thâu,,,,
40028,21,大嵙崁,Tuā-khoo-khàm,,,,
40029,21,大嵙陷,Tuā-khoo-hām,,,,
40030,21,大湖,Tuā-ôo,,,,
40031,21,大湖口,Tuā-ôo-kháu,,,,
40032,21,大隘,Tuā-ài,,,,
40033,21,大樹跤,Tuā-tshiū-kha,,,,
40034,21,大龍泵,Tuā-lông-pōng,,,,
40035,21,大嶼,Tuā-sū,,,,
40036,21,大壩仔,Tuā-pà-á,,,,
40037,21,五叉水路,Gōo-tshe-tsuí-lōo,,,,
40038,21,五股坑,Gōo-kóo-khenn/Gōo-kóo-khinn,,,,
40039,21,五城堡,Gōo-siânn-pó,,,,
40040,21,內埔,Lāi-poo,,,,
40041,21,公埔,Kong-poo,,,,
40042,21,六根莊,La̍k-kin-tsng,,,,
40043,21,元掌,Guân-tsióng,,,,
40044,21,五間厝,Gōo-king-tshù,,,,
40045,21,六跤佃莊,La̍k-kha-tiān-tsng,,,,
40046,21,六龜里社,La̍k-ku-lí-siā,,,,
40047,21,斗六門,Táu-la̍k-mn̂g,,,,
40048,21,木瓜村,Bo̍k-kue-tshuan,,,,
40049,21,水尾,Tsuí-bué/Tsuí-bé,,,,
40050,21,水返腳,Tsuí-tńg-kha,,,,
40051,21,月津港,Gua̍t-tin-káng,,,,
40052,21,月眉,Gue̍h-bâi/Ge̍h-bâi,,,,
40053,21,水堀頭,Tsuí-khut-thâu,,,,
40054,21,水裡坑,Tsuí-lí-khenn,,,,
40055,21,水燦林,Tsuí-tshàn-nâ,,,,
40056,21,巴壟衛,Pa-lóng-ué,,,,
40057,21,火山巖,Hué-suann-giâm,,,,
40058,21,牛罵頭,Gû-mâ-thâu,,,,
40059,21,火燒島,Hué-sio-tó,,,,
40060,21,他里霧,Ta-lí-bū,,,,
40061,21,冬瓜山,Tang-kue-suann,,,,
40062,21,加走灣,Ka-tsáu-uan,,,,
40063,21,北門嶼,Pak-mn̂g-sū,,,,
40064,21,臺南府,Tâi-lâm-hú,,,,
40065,21,凹浪,Āu-lâng,,,,
40066,21,四湖,Sì-ôo,,,,
40067,21,半路竹,Puànn-lōo-tik,,,,
40068,21,半路店,Puànn-lōo-tiàm,,,,
40069,21,半線,Puànn-suànn,,,,
40070,21,民壯圍,Bîn-tsòng-uî,,,,
40071,21,打狗,Tá-káu,,,,
40072,21,打馬武窟,Tánn-má-bú-khut,,,,
40073,21,布袋喙,Pòo-tē-tshuì,,,,
40074,21,平湖,Pînn-ôo,,,,
40075,21,打貓,Tánn-niau,,,,
40076,21,田中央,Tshân-tiong-ng,,,,
40077,21,目加溜,Ba̍k-ka-liu,,,,
40078,21,石硿仔,Tsio̍h-kńg-á,,,,
40079,21,石觀音,Tsio̍h-kuan-im,,,,
40080,21,吉野,Kiat-iá,,,,
40081,21,尖山,Tsiam-suann,,,,
40082,21,安平鎮,An-pîng-tìn,,,,
40083,21,朴仔跤,Phoh-á-kha,,,,
40084,21,竹塹,Tik-tshàm,,,,
40085,21,竹頭崎,Tik-thâu-kiā,,,,
40086,21,老懂,Lōo-tóng,,,,
40087,21,西港仔,Sai-káng-á,,,,
40088,21,吧哩嘓,Pa-lí-kok,,,,
40089,21,吞霄,Thun-siau,,,,
40090,21,沙轆,Sua-la̍k,,,,
40091,21,牡丹坑,Bóo-tan-khenn,,,,
40092,21,牡丹社,Bóo-tan-siā,,,,
40093,21,豆仔埔,Tāu-á-poo,,,,
40094,21,角板山,Kak-pán-suann,,,,
40095,21,赤崁,Tshiah-khàm,,,,
40096,21,𥴊仔賴,Kám-á-luā,,,,
40097,21,來社,Lâi-siā,,,,
40098,21,卑南,Pi-lâm,,,,
40099,21,和尚洲,Huê-siūnn-tsiu,,,,
40100,21,坪林尾,Pînn-nâ-bé,,,,
40101,21,奇武卒,Kî-bú-tsut,,,,
40102,21,店仔口,Tiàm-á-kháu,,,,
40103,21,官佃,Kuann-tiān,,,,
40104,21,承天府,Sîng-thian-hú,,,,
40105,21,林仔邊,Nâ-á-pinn,,,,
40106,21,林杞埔,Lîm-kí-poo,,,,
40107,21,東勢角,Tang-sì-kak,,,,
40108,21,東勢厝,Tang-sì-tshù,,,,
40109,21,枋橋頭,Pang-kiô-thâu,,,,
40110,21,武士林,Bú-sū-nâ,,,,
40111,21,武溜灣,Bú-liu-uan,,,,
40112,21,直加弄,Ti̍t-ka-lòng,,,,
40113,21,羌仔寮,Kiunn-á-liâu,,,,
40114,21,芝蘭三堡,Tsi-lân-sam-pó,,,,
40115,21,阿公店,A-kong-tiàm,,,,
40116,21,金包里,Kim-pau-lí,,,,
40117,21,阿里港,A-lí-káng,,,,
40118,21,阿里壟,A-lí-lóng,,,,
40119,21,阿里關,A-lí-kuan,,,,
40120,21,金崙,Kim-lun,,,,
40121,21,阿猴,A-kâu,,,,
40122,21,阿罩霧,A-tà-bū,,,,
40123,21,阿嗹社,A-lian-siā,,,,
40124,21,南莊,Lâm-tsng,,,,
40125,21,前溝尾,Tsîng-kau-bué,,,,
40126,21,哈馬星,Há-má-sing,,,,
40127,21,哆囉滿,To-lô-buán,,,,
40128,21,後壁厝,Āu-piah-tshù,,,,
40129,21,後壟,Āu-lâng,,,,
40130,21,查畝營,Tsa-bóo-iânn,,,,
40131,21,洄瀾,Huê-liân,,,,
40132,21,玲珞社,Lîn-lo̍k-siā,,,,
40133,21,竿(菅)蓁林,Kuann-tsin-nâ,,,,
40134,21,紅毛田,Âng-môo-tshân,,,,
40135,21,紅毛港,Âng-mn̂g-káng,,,,
40136,21,紅瓦厝仔,Âng-hiā-tshù-á,,,,
40137,21,紅頭嶼,Âng-thâu-sū,,,,
40138,21,苓仔寮、能雅寮,Lîng-á-liâu,,,,
40139,21,茄拔,Ka-pua̍t,,,,
40140,21,茄苳萣仔,Ka-tang-tiānn-á,,,,
40141,21,茄苳跤,Ka-tang-kha,,,,
40142,21,茄苳跤,Ka-tang-kha,,,,
40143,21,風櫃,Hong-kuī,,,,
40144,21,埔姜崙,Poo-kiunn-lun,,,,
40145,21,埔姜頭,Poo-kiunn-thâu,,,,
40146,21,崁仔跤,Khàm-á-kha,,,,
40147,21,桃仔園,Thô-á-hn̂g,,,,
40148,21,柴城,Tshâ-siânn,,,,
40149,21,海口,Hái-kháu,,,,
40150,21,海墘營,Hái-kînn-iânn,,,,
40151,21,畚箕港,Pùn-ki-káng,,,,
40152,21,神廣,Sîn-kóng,,,,
40153,21,草山,Tsháu-suann,,,,
40154,21,臭水,Tshàu-tsuí,,,,
40155,21,臭水庄,Tshàu-tsuí-tsng,,,,
40156,21,草鞋墩,Tsháu-ê-tun,,,,
40157,21,蚊蟀,Báng-sut,,,,
40158,21,馬大安,Má-tāi-an,,,,
40159,21,馬里勿,Má-lí-bu̍t,,,,
40160,21,高樹跤,Ko-tshiū-kha,,,,
40161,21,乾溪,Ta-khe,,,,
40162,21,唭哩岸,Kì-lí-gān,,,,
40163,21,國姓埔,Kok-sìng-poo,,,,
40164,21,將軍莊,Tsiong-kun-tsng,,,,
40165,21,崩山,Pang-suann,,,,
40166,21,庵古坑,Am-kóo-khenn,,,,
40167,21,梅仔坑,Muê-á-khenn,,,,
40168,21,犁頭店,Lê-thâu-tiàm,,,,
40169,21,笨港,Pùn-káng,,,,
40170,21,鹿仔草庄,Lo̍k-á-tsháu-tsng,,,,
40171,21,鹿仔港,Lo̍k-á-káng,,,,
40172,21,麻里折口,Bâ-lí-tsik-kháu,,,,
40173,21,鳥松跤,Tsiáu-tshîng-kha,,,,
40174,21,麻荖漏,Muâ-láu-lāu,,,,
40175,21,鹿麻產,Lo̍k-muâ-sán,,,,
40176,21,麻園寮,Muâ-hn̂g-liâu,,,,
40177,21,鹿寮,Lo̍k-liâu,,,,
40178,21,梘尾,Kíng-bué/Kíng-bé,,,,
40179,21,傀儡關,Ka-lé-kuan,,,,
40180,21,勞里散,Lô-lí-sán,,,,
40181,21,圍仔內,Uî-á-lāi,,,,
40182,21,富貴角,Hù-kuì-kak,,,,
40183,21,嵌頭屋,Khàm-thâu-ok,,,,
40184,21,援巢右,Uān-tsâu-iū,,,,
40185,21,湳仔,Làm-á,,,,
40186,21,港仔喙,Káng-á-tshuì,,,,
40187,21,猴樹港,Kâu-tshiū-káng,,,,
40188,21,番仔田,Huan-á-tshân,,,,
40189,21,番仔挖,Huan-á-uat,,,,
