華語,詞條編號,詞條名稱
訃聞,5544,訃音
訃聞,1915,白帖仔
訃音,5544,訃音
計,5510,計
計,41120,計
計劃,4148,拍算
計畫,5065,按算
計畫,5554,計畫
計程車,5555,計程車
計程車,31150,tha33 khu55 sih3
計策,5552,計智
計策,5556,計策
計算,5566,計算
計謀,5572,計謀
計謀,5552,計智
計謀,5556,計策
計謀,1168,心機
計較,5564,計較
計較,11286,窮分
計較,11417,論
計較,12021,錚
計量錶,11301,磅錶
訊息,6293,消息
訊息,50111,訊息
訊號,52472,訊號
討,681,分的
討,6691,討
討人厭,13207,顧人怨
討人情,6706,討人情
討債,6792,討數
討債,6800,討錢
討價還價,12439,講價
討價還價,1607,出價
討厭,13493,㤉
討厭,13494,㤉潲
討厭,6788,討厭
討厭,3700,刺鑿
討喜,7208,得人疼
討打,6723,討皮疼
討生活,9098,趁食
討生活,6775,討趁
討生活,6756,討食
討論,7079,商量
討論,6797,討論
討饒,1450,叫毋敢
訓示,7359,教示
訓練,50091,訓練
訓誡,9180,開刀
託,13645,託
託付,7186,寄託
託付,3806,委託
託付,54306,託付
託夢,2563,託夢
記,6692,記
記性,6746,記性
記性,1051,記持
記恨,4068,抾恨
記憶,6799,記憶
記憶,1051,記持
記憶力,6746,記性
記憶體,50525,記憶體
記者,6749,記者
記號,6784,記號
記賬,6793,記數
記載,11989,錄
記載,51069,記載
記錄,50374,記錄
訣,7872,訣
訪問,7896,訪問
訪問,4970,拜訪
訪客,52033,訪客
訪查,52228,訪查
訪談,53179,訪談
設,7873,設
設定,50174,設定
設宴,9206,開桌
設宴,12005,辦桌
設局,7885,設局
設廠,51699,設廠
設想,7900,設想
設施,4894,建設
設施,7898,設備
設施,7890,設施
設法,51555,設法
設立,7882,設立
設置,2291,安
設置,4903,建置
設置,7898,設備
設置,50277,設置
設計,7891,設計
許,41179,許
許下,177,下
許可,7881,許可
許可,701,允准
許可證,7142,執照
許多天,8355,幾若工
許配,6945,做人
許願,561,下願
許願,8788,發願
訴,9015,訴
訴求,50616,訴求
訴狀,9029,訴狀
訴紙,9029,訴狀
訴訟,4047,拍官司
訴訟狀,9029,訴狀
診察,9046,診察
診所,12711,醫生館
診所,9028,診所
診斷,9052,診斷
診療,52811,診療
診療所,9028,診所
註,9055,註
註冊,9076,註冊
註定,9082,註好好
註定,9090,註定
註明,9093,註明
註生娘娘,131,七娘媽
註生娘娘,3790,姐母
註生娘娘,9081,註生娘娘
註釋,9115,註解
註銷,9120,註銷
詆毀,3280,攻擊
詈,9056,詈
詈罵,4861,姦撟
詈罵,3766,咒讖
詐欺,11936,諞
詐欺,9111,詐欺
詐領,54457,詐領
詐騙,4182,拐騙
詐騙,9111,詐欺
詐騙,12420,賺食
評,9057,評
評估,50279,評估
評價,51564,評價
評分,50941,評分
評判,9086,評判
評定,54456,評定
評審,50746,評審
評比,51873,評比
評語,52810,評語
評論,9118,評論
評選,52515,評選
評量,53203,評量
評鑑,52516,評鑑
詛咒,1119,歹話
詛咒,3760,咒罵
詛咒,3766,咒讖
詞,9058,詞
試,10030,試
試一試,10045,試看
試味道,10079,試鹹汫
試射,52535,試射
試探,10053,試探
試用,53788,試用
試試看,10045,試看
試試看,10046,試看覓
試車,53231,試車
試辦,50793,試辦
試題,53233,試題
試飛,53232,試飛
試驗,10080,試驗
詩,10031,詩
詩人,52064,詩人
詩人節,635,五月節
詩作,54516,詩作
詩句,54515,詩句
詩意,53789,詩意
詩歌,10071,詩歌
詩詞,52829,詩詞
詭計,9620,暗步
詭計,10048,詭計
詭計,3279,把戲
詰問,11478,質問
話,10081,話
話,10163,話頭
話劇,54517,話劇
話尾,10108,話尾
話柄,10131,話骨
話柄,10167,話縫
話柄,10117,話蝨
話語,53234,話語
話說從頭,11493,踏話頭
話頭,10163,話頭
話題,50368,話題
該,10082,該
該死,10106,該死
該當,10143,該然
該當,10146,該當
詳情,10134,詳情
詳盡,54514,詳盡
詳細,10141,詳細
詹,41217,詹
詼諧,609,五仁
詼諧,6484,笑詼
誇口,10094,誇口
誇大不實,11334,糊瘰瘰
誇張,12900,譀
誇張,12912,譀古
誇張,13131,灌水
誇獎,11403,褒嗦
誇獎,5688,食褒
誇耀,4795,品
誇耀,5905,展
誇耀,5943,展風神
認,10846,認
認份,10863,認份
認同,10864,認同
認定,10868,認定
認床,3178,忌床
認為,7395,掠做
認為,7418,掠準
認為,50016,認為
認真,10872,認真
認真,10812,綿爛
認真,8074,頂真
認知,50452,認知
認罪,10875,認罪
認罪,4153,招認
認證,50859,認證
認識,6014,捌
認路,10878,認路
認輸,10883,認輸
認錯,10884,認錯
認領,54571,認領
認養,50751,認養
誓,10848,誓
誓,10847,誓
誓不兩立,10861,誓不兩立
誕生,1456,出世
誕生,50899,誕生
誕辰,132,七娘媽生
誘,10849,誘
誘,8029,釣
誘人,7047,唌人
誘因,52277,誘因
誘導,1146,引誘
誘惑,51577,誘惑
誘拐,4182,拐騙
誘餌,8093,釣餌
誘騙,4034,拐弄
語,10850,語
語,10851,語
語文,52846,語文
語氣,12366,聲嗽
語氣,52276,語氣
語法,10870,語法
語病,10131,話骨
語病,10167,話縫
語病,10117,話蝨
語義,54784,語義
語言,10867,語言
語調,52077,語調
語音,52076,語音
語題,10126,話柄
誠實,10150,誠實
誠心,10145,誠意
誠心,6405,真心
誠心,52536,誠心
誠意,10145,誠意
誠懇,10166,誠懇
誡,10852,誡
誣賴,10882,誣賴
誤,10853,誤
誤會,10874,誤會
誤會,10877,誤解
誤解,10877,誤解
誤認,1505,叫是
誦經,10876,誦經
說,12404,講
說,10854,說
說,10855,說
說,10856,說
說,3710,呾
說一不二,2457,有一無兩
說不定,8633,無定著
說不定,8640,無的確
說不定,12227,檢采
說不定,974,毋拄好
說不得,6687,袂講得
說唱,54572,說唱
說大話,10436,嘐潲
說大話,12436,講嘐潲話
說大話,12407,講大聲話
說大話,11800,歕雞胿
說好了,12413,講好
說好說歹,2379,好喙
說媒,12440,講親情
說客,10871,說客
說情,12428,講情
說明,10075,解說
說明,9199,開拆
說明,12342,聲明
說明,10869,說明
說明,4130,拆開
說明,4089,拆破
說書,12410,講古
說服,50897,說服
說破,12496,點破
說穿,12422,講破
說穿,4089,拆破
說笑,12423,講笑
說笑話,12425,講笑詼
說笑話,4114,拍喙鼓
說親,12440,講親情
說親,8423,提親
說話,12434,講話
說話,1554,出喙
說話不老實,8322,媒人喙
說話緊張,546,大頷胿
說謊,12412,講白賊
說謊,1998,白賊七仔
說起,12426,講起
誰,7106,啥人
誰,11385,誰
課,11386,課
課堂,53845,課堂
課文,11390,課文
課本,11392,課本
課業,53846,課業
課稅,4122,抾稅
課稅,4121,抽稅
課程,11402,課程
課長,52866,課長
課題,51246,課題
誹謗,11412,誹謗
調,11387,調
調,11388,調
調停,11399,調停
調動,11401,調動
調味去腥,12195,壓味
調和,54610,調和
調度,11170,撨摵
調度,51247,調度
調情,7017,做瘦氣
調戲,8248,創景
調換,2090,交換
調教,12028,雕
調整,11411,調整
調整,11132,撨
調查,11397,調查
調派,52290,調派
調理,54612,調理
調皮,5203,狡怪
調皮,2955,作孽
調製,52087,調製
調解,11405,調解
調配,6023,敆
調配,54611,調配
調降,50282,調降
調露,5806,凍露水
調頻,54613,調頻
調養,11410,調養
談,12403,講
談,11389,談
談判,11395,談判
談文,34074,談文
談話,50753,談話
談論,11409,談論
談起,51904,談起
請,9578,搬請
請,11414,請
請,11415,請
請假,11476,請假
請命,11456,請命
請問,11477,請問
請問,11480,請教
請問,5771,借問
請坐,11448,請坐
請安,11444,請安
請客,5306,相請
請客,11431,請人客
請客,11472,請桌
請帖,3842,帖仔
請帖,11459,請帖
請教,11480,請教
請日,6716,送日仔
請期,6716,送日仔
請柬,11459,請帖
請求,11449,請求
請示,11443,請示
請神,11475,請神
請罪,12433,謝罪
請罪,11487,請罪
請辭,51737,請辭
請願,53844,請願
諒解,5868,原諒
諒解,11489,諒解
論,11417,論
論壇,50951,論壇
論戰,53282,論戰
論文,11434,論文
論調,54614,論調
論述,53281,論述
論點,53847,論點
諮商,51252,諮商
諮詢,51253,諮詢
諷刺,9350,剾洗
諷刺,3606,刮
諷刺,13058,譬相
諷刺,6751,訕削
諸位,2179,各位
諸羅山,40227,諸羅山
諸葛,41246,諸葛
謀取,54634,謀取
謀殺,54635,謀殺
謀生,6756,討食
謀生,12420,賺食
謀略,1168,心機
謀財害命,11964,謀財害命
謄本,12411,謄本
謊話,1997,白賊
謊話,1999,白賊話
謎語,12429,謎猜
謙卑,12416,謙卑
謙卑,10274,過謙
謙虛,12432,謙虛
謙虛,12416,謙卑
謙虛,10274,過謙
講,12403,講
講,12404,講
講不清楚,6688,袂伸奢
講價,12439,講價
講和,12417,講和
講堂,12427,講堂
講師,12421,講師
講座,54658,講座
講授,52885,講授
講明,7038,唱
講求,12414,講究
講求,54657,講求
講演,10670,演講
講究,12414,講究
講義,50602,講義
講習,12430,講習
講解,53882,講解
講話,12434,講話
講述,52884,講述
謝,12405,謝
謝,41268,謝
謝意,52311,謝意
謝神,12424,謝神
謝禮,12419,謝金
謝禮,12441,謝禮
謝絕,12431,謝絕
謝罪,12433,謝罪
謝謝,9498,感謝
謝謝,8203,勞力
謝謝,2425,多謝
謝金,12419,謝金
謠言,12415,謠言
謹守,11996,遵守
謹慎,12671,謹慎
謹慎小心,615,勻勻仔
謾罵,3760,咒罵
證,12901,證
證交所,53895,證交所
證人,12910,證人
證件,52893,證件
證券,12918,證券
證實,50492,證實
證據,11727,憑據
證據,12926,證據
證明,12921,證明
證明文件,12922,證書
證書,1166,文憑
證書,12922,證書
證照,9746,照
證照,52894,證照
譏刺,6751,訕削
譏笑,5990,恥笑
譏誚,9347,剾削
譏諷,9323,剾
譏諷,9350,剾洗
譏諷,6751,訕削
識,12902,識
識字,6036,捌字
識貨,6066,捌貨
譚,41280,譚
譜,12903,譜
警力,53898,警力
警匪,53344,警匪
警員,51460,警員
警報,13064,警報
警官,53899,警官
警察,13070,警察
警察局,13071,警察局
警局,54704,警局
警廣,51461,警廣
警戒,13054,警戒
警戒,13053,警告
警政,51761,警政
警笛,1193,水螺
警衛,53901,警衛
警覺,52898,警覺
警車,54705,警車
警醒,7646,猛醒
譬喻,3593,供體
譬喻,1079,比喻
譬喻,1161,比論
譬喻,962,比並
譬如,13065,譬喻
譬如,50337,譬如
譯者,54708,譯者
議事,53343,議事
議員,13060,議員
議場,13066,議場
議會,13068,議會
議案,13062,議案
議程,52099,議程
議論,13072,議論
議長,13057,議長
議題,50442,議題
譴責,13188,譴責
護城河,4858,城隍
護士,13169,護士
護士,5379,看護婦
護欄,54718,護欄
護法,13181,護法
護照,13189,護照
護理,13187,護理
護盤,52100,護盤
護膚,54717,護膚
護航,2591,扛轎
護航,54716,護航
護身符,13177,護身符
讀,13262,讀
讀,13263,讀
讀書,13266,讀冊
讀書,54792,讀書
讀書人,13267,讀冊人
讀死書,13269,讀死冊
讀物,54723,讀物
讀者,13272,讀者
變,13306,變
變,13307,變
變做,54793,變做
變動,3287,改變
變動,50680,變動
變化,13320,變化
變卦,13334,變卦
變壞,13496,㾀
變天,857,反天
變形,12648,藃蟶
變形,52321,變形
變心,10420,僥心
變心,13321,變心
變態,53349,變態
變成,2531,成做
變成,50203,變成
變換,52590,變換
變數,50907,變數
變更,13330,變更
變更,8431,換
變樣,13347,變款
變異,54726,變異
變聲,12678,轉聲
變色,13328,變色
變質,54728,變質
變通,13345,變通
變通的方法,13331,變步
變速,54727,變速
變速器,31077,khu33 la55 tsih3
變遷,52902,變遷
變革,3253,改革
變革,53348,變革
讓,652,予伊
讓,7327,掠
讓,13365,讓
讓,3542,使
讓位,13372,讓位
讓它去,9729,煞去
讓步,13374,讓步
讓步,13369,讓手
讓渡,13379,讓渡
讖,13366,讖
讚,13432,讚
讚揚,53355,讚揚
讚美,3733,呵咾
讚美,5688,食褒
讚美,51601,讚美
谷,41070,谷
豆,3402,豆
豆,3423,豆仔
豆乳,3442,豆乳
豆仔埔,40093,豆仔埔
豆子,3402,豆
豆子,3423,豆仔
豆沙,3440,豆沙
豆渣,3517,豆頭
豆漿,3430,豆奶
豆皮,3431,豆皮
豆簽,3526,豆簽
豆籤,3526,豆簽
豆腐,3504,豆腐
豆腐乳,3442,豆乳
豆腐乳,3530,豆鹹
豆腐乾,3470,豆乾
豆腐渣,3517,豆頭
豆腐皮,3431,豆皮
豆腐腦,3451,豆花
豆腐鯊,3506,豆腐鯊
豆花,3451,豆花
豆芽,3486,豆菜
豆芽菜,3486,豆菜
豆莢,3477,豆莢
豆薯,3428,豆仔薯
豆豉,11374,蔭豉仔
豆豉,3478,豆豉
豆豉肉,2742,肉豉仔
豆醬,3524,豆醬
豆餅,3501,豆箍
豆餅,3509,豆餅
豇豆,8971,菜豆
豈,8439,敢
豈,6395,盍
豈有,8460,敢有
豈有此理,6728,豈有此理
豌豆,7835,荷蘭豆
豎燈篙,7303,徛燈篙
豎眉,7275,徛眉
豎立,13619,𫞼
豎笛,6302,烏笛仔
豐,41275,豐
豐原,34030,豐原
豐原市,35117,豐原市
豐坪溪,38059,豐坪溪
豐富,12670,豐富
豐富,12664,豐沛
豐富,9997,腥臊
豐富,34023,豐富
豐年,2326,好年冬
豐年,12662,豐年
豐年祭,53889,豐年祭
豐收,12663,豐收
豐滿,11897,膨皮
豐滿,4478,肥軟
豐潤,4478,肥軟
豐盛,12664,豐沛
豐盛,9997,腥臊
象,9059,象
象徵,50375,象徵
象棋,9110,象棋
象牙,51000,象牙
象鼻湖,40194,象鼻湖
豪爽,1527,四海
豪華,51332,豪華
豬,11438,豬仔
豬,11418,豬
豬公,11433,豬公
豬圈,11451,豬牢
豬心,11435,豬心
豬槽,11497,豬槽
豬油,11461,豬油
豬油粕,11462,豬油粕仔
豬皮,2659,肉皮
豬肉,11445,豬肉
豬肉攤,11474,豬砧
豬肉舖,2718,肉砧
豬肉舖,11474,豬砧
豬肚,11452,豬肚
豬肝,11453,豬肝
豬肝色,11454,豬肝色
豬肝連肌,3359,肝𦟪
豬腳,11491,豬跤
豬腳塊,11492,豬跤箍
豬腳麵線,11494,豬跤麵線
豹,6693,豹
豹貓,540,山貓
貓,11939,貓
貓,11949,貓仔
貓公,40236,貓公
貓咪,11949,貓仔
貓咪,11960,貓咪
貓哭耗子假慈悲,6975,假好衰
貓羅溪,38024,貓羅溪
貓里,40237,貓里
貓頭鷹,9615,暗光鳥
貓頭鷹,11977,貓頭鳥
貝,41071,貝
貝母,339,川貝
負債,5560,負債
負債,1102,欠債
負擔,5511,負
負擔,5570,負擔
負擔,11730,擔頭
負病,7229,帶病
負責,50104,負責
負面,50778,負面
負面話,1076,歹喙
財,6694,財
財主,6720,財主
財力,6705,財力
財務,50178,財務
財團,6789,財團
財子壽,6711,財子壽
財富,50227,財富
財寶,6807,財寶
財政,6755,財政
財源,6781,財源
財源,5173,泉源
財物,6748,財物
財產,6768,財產
財產,10140,資產
財神,6763,財神
財神爺,6765,財神爺
財經,50986,財經
貢丸,6707,貢丸
貢寮,34126,貢寮
貢寮鄉,35052,貢寮鄉
貢獻,6808,貢獻
貧困,8450,散凶
貧困,8466,散赤
貧寒,7578,清寒
貧瘠,11242,瘦
貧窮,8442,散
貧窮,8450,散凶
貧窮,8466,散赤
貧血,929,欠血
貧血,7954,貧血
貧道,8003,貧道
貨,7910,貨
貨主,7942,貨主
貨幣,50639,貨幣
貨底,7957,貨尾
貨櫃,51084,貨櫃
貨款,54399,貨款
貨物,52034,貨物
貨船,7987,貨船
貨色,7955,貨色
貨色,7976,貨草
貨車,1488,卡車
貨車,53180,貨車
貨運,53181,貨運
販,7911,販
販,7912,販
販子,7943,販仔
販賣,8014,販賣
貪,7913,貪
貪吃,5127,枵鬼
貪吃,5134,枵饞
貪吃,13428,饞食
貪吃,7968,貪食
貪吃鬼,5127,枵鬼
貪吃鬼,10699,監囚
貪嘴,5134,枵饞
貪圖,7913,貪
貪官,5694,食錢官
貪官汙吏,7962,貪官汙吏
貪官汙吏,5694,食錢官
貪得無厭,8762,痟貪
貪心,7913,貪
貪心,7935,貪心
貪心不足,8762,痟貪
貪汙,5693,食錢
貪汙,5135,歪
貪汙,5166,歪哥
貪汙,51315,貪汙
貪財,7978,貪財
貫,7914,貫
貫穿,12654,軁
貫穿,53706,貫穿
貫針,7979,貫針
責任,7948,責任
責備,13188,譴責
責備,7989,責備
責問,11478,質問
責怪,7989,責備
責難,7989,責備
貴,9061,貴
貴人,9072,貴人
貴妃,5893,娘娘
貴庚,9092,貴庚
貴族,52049,貴族
貴賓,9117,貴賓
貴遠賤近,4654,近廟欺神
貴重,9097,貴重
貶,9062,貶
買,9063,買
買,9064,買
買主,9077,買主
買命錢,1732,本命錢
買布,6966,剪布
買方,9077,買主
買方,4878,客戶
買油,9542,搭油
買票,9109,買票
買票,4108,拆票
買票,4115,拆單
買米,13270,糴米
買藥,6092,敆藥仔
買賣,9119,買賣
買賣,2107,交關
買賣,1953,生理
買通,9084,買收
買進,51565,買進
貸款,9112,貸款
費,9066,費
費,41201,費
費事,9103,費氣
費力,9104,費氣費觸
費工,4800,厚工
費工夫,4800,厚工
費心,9105,費神
費率,52518,費率
費用,9079,費用
費用,4128,所費
費神,9105,費神
貼,11308,糊
貼,11384,褙
貼,9067,貼
貼,9068,貼
貼壁鬼,13503,𢯾壁鬼
貼心,9075,貼心
貼紙,52517,貼紙
貼藥膏,2266,吊癀
貼藥膏,2251,吊膏
貼藥膏,2239,吊傷
貼補,10064,補貼
貼錢,9431,塌錢
貿易,9094,貿易
賀,41202,賀
賀卡,51714,賀卡
賄賂,4927,後手
賄賂,6275,烏西
賄賂,9625,楔後手
賄賂,31075,khoo33 mi55 siong51
賄選,51721,賄選
資政,53235,資政
資料,3233,材
資料,10128,資料
資本,296,下本
資格,10129,資格
資歷,53790,資歷
資深,50794,資深
資源,50160,資源
資產,10140,資產
資訊,50041,資訊
資質,3233,材
資金,50051,資金
賊,10085,賊
賊星,9954,落屎星
賊船,10142,賊船
賊首,10164,賊頭
賑災,10866,賑災
賒,10857,賒
賒帳,4158,放數
賒帳,10881,賒數
賒欠,10862,賒欠
賒賬,6793,記數
賓館,52278,賓館
賜,11419,賜
賞,11421,賞
賞月,11436,賞月
賞畫,54616,賞畫
賞罰,11495,賞罰
賞花,54615,賞花
賞賜,11498,賞賜
賞金,11466,賞金
賞錢,11500,賞錢
賠,11422,賠
賠,3037,坐
賠償,11505,賠償
賠本,9399,塌本
賠本,9078,貼本
賠本,5778,倒貼
賠笑臉,3191,扮笑面
賠罪,12433,謝罪
賠錢,50,了
賠錢,162,了錢
賠錢,11501,賠錢
賢,11423,賢
賢人,13507,𠢕人
賢慧,11496,賢慧
賣,11424,賣
賣,11425,賣
賣人情,6947,做人情
賣出,50861,賣出
賣出去,11546,銷
賣力,8204,勞力
賣力,4044,拚命
賣命,11457,賣命
賣場,50646,賣場
賣掉,52867,賣掉
賣相,5374,看頭
賣米,13412,糶米
賣藝,1276,王祿仔
賣身,11455,賣身
賤,11426,賤
賤價,4766,俗價
賤賣,4768,俗賣
質,11427,質
質問,11478,質問
質地,52566,質地
質感,51174,質感
質料,53283,質料
質疑,50417,質疑
質詢,11490,質詢
質量,11485,質量
賭,9125,跋
賭,11428,賭
賭伴,8906,筊跤
賭具,11127,撚寶
賭博,8845,筊
賭博,9156,跋筊
賭博,9155,跋牌仔
賭場,8903,筊間
賭場,8878,筊岫
賭徒,8864,筊仙
賭本,8871,筊本
賭氣,11789,激氣
賭氣,11473,賭氣
賭生命,4011,拚生死
賭紙牌,9155,跋牌仔
賴,11941,賴
賴,41255,賴
賴皮,3734,呸面
賺,9070,趁
賺到,1402,卯
賺死了,1476,卯死矣
賺私房錢,9087,趁私奇
賺錢,9122,趁錢
賺錢,12420,賺食
購併,51259,購併
購置,10817,蓄
購置,4903,建置
購置房子,10827,蓄厝
購買,50090,購買
賽程,52886,賽程
賽跑,3455,走相逐
賽馬,9152,跑馬
贈品,51100,贈品
贈禮,9065,貺
贈與,50603,贈與
贈送,5285,相送
贈送,12924,贈送
贊助,12915,贊助
贊同,12913,贊同
贊同,998,支持
贊成,12914,贊成
贏,13044,贏
贏球,54709,贏球
贓物,10101,賊仔貨
贓物,53346,贓物
贓物市場,10100,賊仔市
贓貨,10101,賊仔貨
贖,13279,贖
贖回,52589,贖回
贖身,13283,贖身
贗品,6963,假包
赤,3403,赤
赤崁,40095,赤崁
赤手,4398,空手
赤腳,3494,赤跤
赤色砂糖,3456,赤砂
赤鯮,3528,赤鯮
赦,7915,赦
赦免,7956,赦免
赦罪,7998,赦罪
走,2619,行
走動,2737,行徙
走動,2805,行踏
走味,1731,失味
走味,3443,走味
走唱,3472,走唱
走山,3417,走山
走廊,53027,走廊
走後門,2704,行後尾門
走樣,3502,走精
走樣,5910,差
走江湖,3438,走江湖
走漏,54106,走漏
走狗,3449,走狗
走私,3441,走私
走背運,9967,落衰
走訪,52404,走訪
走路,2780,行路
走路錢,2782,行路工
走透透,2745,行透透
走進去,13483,蹽落去
走運,2781,行運
走運,1591,出運
走遍各地,2745,行透透
走避不及,3467,走袂離
走音,3460,走音
走馬燈,3469,走馬燈
赴,5512,赴
赴宴,3051,坐桌
赴宴,425,上桌
起,6695,起
起乩,6772,起童
起乩,10254,跳童
起事,6739,起事
起先,12085,頭先
起先,3655,初初
起先,53655,起先
起初,6801,起頭
起初,6712,起手
起初,12101,頭起先
起初,12085,頭先
起初,3655,初初
起初,51401,起初
起因,1913,由來
起因,6726,起因
起床,6740,起來
起床,6733,起床
起手,6712,起手
起會,4136,招會仔
起步,53656,起步
起水泡,11901,膨疱
起源,52205,起源
起火,11815,燃火
起眼,1899,目地
起碼,6796,起碼
起碼,2636,至少
起程,6771,起程
起色,6729,起色
起草,54307,起草
起訴,6774,起訴
起身,51682,起身
起重機,2185,吊車
起重機,276,千斤秤
起雞皮疙瘩,6805,起雞母皮
起頭,6801,起頭
起風,6757,起風
起飛,53133,起飛
起駕,54308,起駕
起點,52755,起點
趁,9070,趁
趁勢,9302,順勢
趁早,660,冗早
趁熱,9121,趁燒
趁隙,11561,閬縫
超人,53749,超人
超凡,54458,超凡
超出的,6087,捅頭
超市,52519,超市
超度,9095,超度
超收,54459,超收
超渡,3479,走赦馬
超然,54460,超然
超生,9080,超生
超級,9106,超級
超越,50491,超越
超速,53750,超速
超過,10272,過頭
超過,6010,捅
超過,9116,超過
超音波,52251,超音波
越,4505,迒
越,9454,愈
越戰,53748,越戰
趕,10858,趕
趕不上,6672,袂赴
趕工,10860,趕工
趕往,53818,趕往
趕快,10880,趕緊
趕快,11880,窸倏
趕快,9085,趁早
趕牛鞭,1269,牛捽仔
趕緊,11880,窸倏
趕路,10879,趕路
趙,41232,趙
趟,7927,逝
趣談,6491,笑談
趨勢,50161,趨勢
趨向,2133,向
足,7104,夠
足,3405,足
足夠可用,2590,有額
足球,10139,跤球
足跡,10147,跤跡
足額,7153,夠額
趴,12632,覆
趴,9842,罩
趴下,5803,倒覆
趴著,3763,坦覆
跌,9125,跋
跌,10533,摔
跌倒,9148,跋倒
跌倒,10547,摔倒
跌價,7427,敗價
跌坐,10377,頓龜
跑,9127,跑
跑,3404,走
跑,9314,傱
跑堂,3461,走桌的
跑江湖,3438,走江湖
跑腿的,349,小使
跑路,3496,走路
跑車,53204,跑車
跑道,53751,跑道
跑馬,9152,跑馬
跑馬燈,3469,走馬燈
跛,9130,跛
跛腳,11852,瘸跤
跛腳,9158,跛跤
距離,12693,離
跟,3712,和
跟,2109,共
跟,3538,佮
跟,2110,共
跟,10087,跟
跟,12026,隨
跟,7035,參
跟,10781,綴
跟不上,9896,落
跟前跟後,10799,綴前綴後
跟屁股,10808,綴路
跟會,10807,綴會仔
跟班,10162,跟隨
跟班,10151,跟綴
跟隨,10162,跟隨
跟隨,10151,跟綴
跟隨,13161,纏綴
跡,10088,跡
跨,4505,迒
跪,10092,跪
跪拜,10121,跪拜
路,10169,路
路,41218,路
路上,35,一路
路上,54518,路上
路口,52830,路口
路口轉角,342,三角窗
路徑,54519,路徑
路旁,10277,路邊
路旁屍,10233,路旁屍
路標,52065,路標
路段,51168,路段
路沖,10217,路沖
路況,52261,路況
路燈,10268,路燈
路祭,10245,路祭
路程,10271,路頭
路程,10246,路途
路程,7927,逝
路竹,34066,路竹
路竹鄉,35264,路竹鄉
路線,50547,路線
路費,6069,旅費
路途,10271,路頭
路途,10246,路途
路邊,10277,路邊
路邊攤,10278,路邊擔仔
路面,51090,路面
跳,13308,躘
跳,10170,跳
跳加官,10202,跳加冠
跳動,10170,跳
跳動,10086,趒
跳動,54520,跳動
跳房子,10210,跳年
跳房子,12435,蹌跤雞
跳格子,10210,跳年
跳格子,12435,蹌跤雞
跳棋,54521,跳棋
跳樓,54522,跳樓
跳水,10190,跳水
跳票,50570,跳票
跳繩,10236,跳索仔
跳脫,51882,跳脫
跳腳,13593,𧿳𧿳跳
跳舞,10263,跳舞
跳蚤,5495,虼蚤
跳蚤市場,10100,賊仔市
跳行,10247,跳逝
跳遠,52066,跳遠
跺,12650,蹔
踅,10886,踅
踉蹌,11942,蹁
踏入,53848,踏入
踏出,54617,踏出
踏實,2564,樸實
踏春,2705,行春
踏板,11460,踏枋
踏腳台,11437,踏斗
踏腳臺,11437,踏斗
踐踏,12582,翸
踐踏,13607,𧿬
踐踏,13608,𧿬踏
踢,13614,𨂾
踢,13308,躘
踢,11430,踢
踢毽子,11486,踢毽子
踢被子,13344,躘被
踢被子,11481,踢被
踩,11429,踏
踩水前進,7271,徛泅
踩踏,9513,搦
踩高蹺,11507,踏蹺
踮,13418,躡
踮腳尖,13430,躡跤尾
踴躍,52306,踴躍
踹,13614,𨂾
踹,12650,蹔
蹄,10161,跤蹄
蹄,11943,蹄
蹄膀,10801,腿庫
蹊蹺,12442,蹊蹺
蹤影,156,人影
蹧蹋,12680,蹧躂
蹧躂,9581,損蕩
蹧躂,6777,討債
蹲,9126,跍
蹲,9128,跔
蹺家少女,9999,落翼仔
蹺腳,2556,曲跤
躡,13417,躡
身,3406,身
身,3407,身
身,12652,軀
身上,3523,身軀邊
身上,50383,身上
身世,3424,身世
身世背景,1485,出身
身份,50398,身份
身價,3510,身價
身分,3510,身價
身分,13339,體面
身孕,11892,膭
身影,52405,身影
身心,51292,身心
身材,10659,漢草
身材,6871,骨格
身材,13340,體格
身段,53539,身段
身邊,3523,身軀邊
身邊,50772,身邊
身體,3522,身軀
身體,3531,身體
身體,13316,體
身體不適,909,欠安
身體虛弱,6651,荏
身高,3529,身懸
躲,9014,覕
躲避,3468,走閃
躲開,6887,閃開
躲雨,9030,覕雨
躺倒,3736,坦倒
躺椅,13545,䖙椅
車,3408,車
車,3425,車仔
車主,50585,車主
車位,52677,車位
車價,52679,車價
車商,50975,車商
車型,50629,車型
車城鄉,35302,車城鄉
車埕,34226,阿里山線
車埕,34225,車埕
車展,54107,車展
車布邊,6034,捙布邊
車庫,51642,車庫
車廂,51643,車廂
車廠,50773,車廠
車把,3420,車手
車掌,3483,車掌
車燈,53031,車燈
車牌,51377,車牌
車票,3473,車票
車票,3482,車單
車禍,51207,車禍
車種,53541,車種
車站,13314,驛
車站,3519,車頭
車站,3463,車站
車號,52154,車號
車行,53540,車行
車資,3515,車錢
車身,51127,車身
車軸,3419,車心
車輛,50459,車輛
車輪,11523,輪仔
車輪,3512,車輪
車道,53030,車道
車門,52406,車門
車隊,51802,車隊
車體,50976,車體
車鼓弄,3499,車鼓戲
車鼓陣,3499,車鼓戲
軌道,5565,軌道
軍,5513,軍
軍事,5537,軍事
軍人,51531,軍人
軍備,53618,軍備
軍力,52456,軍力
軍團,53102,軍團
軍官,52191,軍官
軍師,54761,軍師
軍方,50522,軍方
