華語,詞條編號,詞條名稱
仙洞,1354,仙洞
仙草,1362,仙草
仝,1315,仝
代,1316,代
代,1317,代
代代,9916,萬世
代代,9917,萬代
代價,50685,代價
代勞,53443,代勞
代名詞,53441,代名詞
代天府,39012,代天府
代寫,1371,代筆
代工,51028,代工
代書,1361,代書
代替,1369,代替
代步,53442,代步
代理,1368,代理
代理人,8511,替手
代碼,52627,代碼
代筆,1371,代筆
代號,50911,代號
代表,1346,代表
代言人,52626,代言人
代謝,52628,代謝
代辦,1382,代辦
代銷,53444,代銷
令,1319,令
令,3542,使
令人生氣,8367,惱
令狐,41025,令狐
以,1320,以
以上,50625,以上
以下,52947,以下
以來,50818,以來
以免,50245,以免
以前,2213,向時
以前,1349,以前
以前,3940,往過
以前,3946,往擺
以前,2507,早前
以前,9144,進前
以及,1329,以及
以外,51938,以外
以往,3940,往過
以往,3928,往時
以往,10212,較早
以往,3906,往日
以往,50225,以往
以後,4930,後日
以後,4987,後頭
以後,1351,以後
以為,1505,叫是
以為,7395,掠做
以為,7418,掠準
以為,50319,以為
以禮徵召,9883,聘
仰仗,3590,依賴
仰泳,2485,死囡仔䖙
件,2053,件
任,2054,任
任,11686,據
任,41040,任
任人,2141,在人
任何,5774,凊彩
任何,50024,任何
任何事情,9941,萬事
任何時候,764,不管時
任內,54041,任內
任務,50266,任務
任命,52137,任命
任意,51033,任意
任憑,1895,由在
任憑,11695,據在
任憑,12033,隨在
任期,51943,任期
任由,11695,據在
任由,12033,隨在
任職,51786,任職
份,2055,份
份子,53487,份子
仿,2056,仿
企圖,50500,企圖
企業,2098,企業
企業,3581,事業
企管,51628,企管
企鵝,7306,徛鵝
伉儷,6526,翁某
伍,41041,伍
伏,41042,伏
伐,2058,伐
休,2059,休
休學,2103,休學
休息,9663,歇
休息,9673,歇工
休息,9694,歇睏
休息,2081,休息
休息,7010,停跤
休息,7008,停睏
休息,31070,khiu35 khe51
休想,2947,免數想
休憩,31070,khiu35 khe51
休閒,50259,休閒
休館,53486,休館
伙計,3481,辛勞
伙計,3857,店員
伙食,2079,伙食
伯,2865,伯
伯伯,4555,阿伯
伯公,2890,伯公
伯勞鳥,2935,伯勞仔
伯母,4570,阿姆
伯母,3777,姆
伯母,3786,姆仔
伯父,4555,阿伯
伯祖母,3808,姆婆
估,2866,估
估,7327,掠
估價,2946,估價
估算,53515,估算
估算現金,1660,打
估計,5000,按
估計,50237,估計
估計現金,1660,打
伴,2867,伴
伴唱,52661,伴唱
伴奏,2924,伴奏
伴娘,2940,伴嫁
伴娘,6780,送嫁
伴郎,2931,伴娶
伶俐,6972,健丟
伶俐,2921,伶俐
伸,7094,圇
伸,2869,伸
伸,2868,伸
伸出,2168,吐吐
伸出,52663,伸出
伸懶腰,2891,伸勻
伸手,2894,伸手
伸手要錢,2920,伸長手
伸港鄉,35143,伸港鄉
伸縮,2892,伸勼
伸長,54083,伸長
伸長腳,2943,伸跤
伺候,4232,服侍
伺候,13161,纏綴
似,2284,如
似,2437,成
似乎,8469,敢若
佃戶,2895,佃戶
佃租,1944,田租
佃農,1907,田佃
但凡,3457,見若
但是,664,不而過
但是,2925,但是
但是,12294,總是
佈,2872,佈
佈局,52958,佈局
佈施,5050,施捨
佈滿,51040,佈滿
佈置,1802,佈置
位,2873,位
位元,50874,位元
位置,10169,路
位置,2942,位置
低,178,低
低垂,10948,頕
低垂,10962,頕垂
低垂,13519,𩑾
低級,431,低級
低能,496,低路
低音,403,低音
住,12651,蹛
住口,4935,恬去
住嘴,4935,恬去
住址,2334,地址
住址,2909,住址
住宅,133,人家
住宅,50739,住宅
住家,133,人家
住家,7278,徛家
住宿,9702,歇暝
住戶,332,口灶
住戶,2896,住戶
住所,2912,住所
住手,6955,停手
住院,140,入院
佐料,6869,配料
何,2874,何
何,3835,底
何,2875,佗
何,2876,佗
何,41054,何
何不,5830,哪毋
何事,3843,底代
何如,4982,怎樣
何必,5014,曷
何必,5029,曷使
何必,5056,曷著
何必,2927,何苦
何必,2902,何必
何時,9785,當時
何時,3858,底時
何時,51798,何時
何況,2914,何況
何苦,2927,何苦
何苦,2889,何乜苦
何苦來,2889,何乜苦
何須,5014,曷
何須,5029,曷使
何須,5056,曷著
何須,5861,哪著
佘,41055,佘
余,41056,余
佛,2877,佛
佛,2878,佛
佛像,2944,佛像
佛像,2900,佛仔
佛光山,39015,佛光山
佛光緣台北美術館,33018,佛光緣臺北美術館
佛光緣臺北美術館,33018,佛光緣臺北美術館
佛典,51797,佛典
佛堂,2932,佛堂
佛堂,2956,佛龕
佛壇,2956,佛龕
佛學,54082,佛學
佛寺,2906,佛寺
佛手瓜,2898,佛手瓜
佛教,2933,佛教
佛法,53005,佛法
佛珠,3930,念珠
佛珠,51636,佛珠
佛祖,2930,佛祖
佛經,52662,佛經
佛門,2919,佛門
佛龕,2956,佛龕
作,2879,作
作,2880,作
作亂,2939,作亂
作事,323,工作
作品,2923,作品
作夢,10448,夢
作夢,6437,眠夢
作媒,7018,做親情
作孽,12996,孽潲
作孽,1173,歹積德
作家,2928,作家
作弄,5762,凌治
作弄,11599,鬧
作弄,2910,作弄
作弊,6988,偷看
作弊,6990,偷食步
作弊,2945,作弊
作怪,2911,作怪
作惡,6954,做歹
作態,1648,奶
作戰,2948,作戰
作文,2897,作文
作業,2941,作業
作法,7025,做譴損
作法,2915,作法
作為,2926,作為
作物,2916,作物
作用,60,力
作用,2903,作用
作者,2918,作者
作風,50971,作風
佟,41057,佟
你,2881,你
你們,5971,恁
你們的,5971,恁
你娘,5989,恁娘
你媽,5989,恁娘
你的,5971,恁
你追我跑,3454,走相掠
佩服,3567,佩服
佯,3540,佯
佯裝,6962,假仙假觸
佳人,5396,美人
佳人,3547,佳人
佳作,52158,佳作
佳冬,34107,佳冬
佳冬鄉,35300,佳冬鄉
佳期,3578,佳期
佳里鎮,35231,佳里鎮
佳音,3571,佳音
併吞,4079,拆食落腹
併吞,2969,吞
併發症,51378,併發症
使,7327,掠
使,3541,使
使,3542,使
使不得,6667,袂使得
使力,11775,激力
使力,12270,瞪力
使勁,11775,激力
使勁,1425,出力
使命,51646,使命
使喚,1412,叫
使喚,5912,差
使喚,5946,差教
使性子,6747,起性地
使性子,3566,使性地
使性子,7234,張掇
使用,50006,使用
使眼色,13566,𥍉目
使眼色,3558,使目箭
使眼色,7360,捽目尾
來,3543,來
來不及,6672,袂赴
來世,4934,後世人
來世,4936,後出世
來世,3551,來世
來來往往,3563,來來去去
來函,53033,來函
來回,3565,來往
來回,3933,往復
來回,51514,來回
來回的,3913,往回的
來往,2073,交往
來往,3552,來去
來往,5254,相交插
來會,4136,招會仔
來歲,4227,明年
來歷,3589,來歷
來歷,3850,底系
來源,3589,來歷
來源,50424,來源
來潮,2773,行經
來生,4934,後世人
來生,4936,後出世
來賓,3588,來賓
來路,3582,來路
來電,51293,來電
例,3544,例
例外,3553,例外
例如,13065,譬喻
侍候,3572,侍候
侍者,3461,走桌的
供,3545,供
供,3546,供
供奉神明,4232,服侍
供應,50326,供應
供桌,5637,香案
供桌,6469,神桌
供給,8396,提供
供給,51043,供給
依從,9288,順從
依據,6162,根據
依據,11417,論
依據,11716,憑準
依據,12926,證據
依據,50300,依據
依法,52682,依法
依然,8651,猶原
依照,5000,按
依照,5061,按照
依照,9746,照
依照,50460,依照
依約行事,9754,照呼照行
依賴,3590,依賴
依附,51967,依附
依靠,3590,依賴
依靠,3573,依倚
依靠,3897,怙
依靠,3276,投靠
依靠,5790,倚靠
依順,8316,就
侮辱,4696,侮辱
侯,41095,侯
侯硐,34200,侯硐
侯硐,34122,侯硐
侵,4682,侵
侵佔,2969,吞
侵佔,4682,侵
侵入,51664,侵入
侵取,4682,侵
侵害,53582,侵害
侵犯,4688,侵犯
侵略,52438,侵略
侷限,51817,侷限
便,4684,便
便利,3002,利便
便利,50926,便利
便器,3082,尿斗
便壺,3082,尿斗
便宜,4690,便宜
便宜,5321,省
便宜,4706,俗
便宜東西,4737,俗物
便宜物品,4737,俗物
便宜貨,4755,俗貨
便宜貨,7775,粗俗貨
便宜貨,7774,粗俗物仔
便斗,7782,粗桶
便服,4692,便服
便服,4689,便衣
便服,4695,便衫
便條,6535,紙條
便當,4702,便當
便當,9261,飯包
便當盒,4703,便當篋仔
便當盒,9291,飯盒仔
便當盒,9308,飯篋仔
便菜,4698,便菜
便衣,4692,便服
便衣,4689,便衣
便飯,4700,便飯
便飯,4698,便菜
便飯,4699,便菜飯
促使,51051,促使
促成,52442,促成
促進,50342,促進
促銷,50233,促銷
俏,4705,俏
俏麗,5463,美麗
俗名,4730,俗名
俗氣,5731,倯
俗語,4765,俗語話
俗語,4764,俗語
俗諺,54169,俗諺
俘虜,52443,俘虜
俚語,4765,俗語話
俚語,4764,俗語
俚諺,4765,俗語話
保,4707,保
保人,4747,保家
保人,4781,保證人
保佑,3176,庇佑
保佑,4735,保庇
保健,51991,保健
保全,52439,保全
保單,54167,保單
保固,53583,保固
保壘,12511,壘
保存,6357,留
保存,4732,保存
保守,4733,保守
保安,51990,保安
保安,34063,保安
保安宮,39023,保安宮
保密,52440,保密
保持,50167,保持
保溫杯,4759,保溫杯
保溫瓶,10606,滾水罐
保溫瓶,10386,電罐
保溫瓶,9710,溫罐
保生大帝,4727,保生大帝
保生大帝,499,大道公
保留,6358,留
保留,4751,保留
保管,4762,保管
保育,51299,保育
保衛,4783,保護
保衛,4767,保衛
保證,1605,包領
保證,1636,包穩
保證,4772,保險
保證,4780,保證
保證人,4781,保證人
保護,3183,扶持
保護,4783,保護
保費,52441,保費
保送,54166,保送
保重,4745,保重
保鏢,4782,保鏢
保障,4772,保險
保障,4780,保證
保障,50294,保障
保險,4772,保險
保險套,31131,sak5 khuh3
保險桿,31017,ban51 ba11
保養,11410,調養
保養,50587,保養
保養場,4770,保養場
保齡球,50927,保齡球
俞,41096,俞
信,3209,批
信,4708,信
信仰,4728,信仰
信件,3249,批信
信件,52174,信件
信任,4726,信用
信任,4729,信任
信口開河,4411,空喙哺舌
信口開河,2255,吐憐涎
信奉,51662,信奉
信套,3266,批殼
信封,3266,批殼
信封,3285,批囊
信徒,4748,信徒
信心,4721,信心
信念,52708,信念
信息,52175,信息
信物,54164,信物
信用,4726,信用
信箋,3257,批紙
信箱,3261,批桶
信箱,52437,信箱
信紙,3257,批紙
信義,53581,信義
信義區,35003,信義區
信義區,35358,信義區
信義國小,36072,信義國小
信義鄉,35177,信義鄉
信號,4760,信號
信託,50356,信託
信賴,51663,信賴
修,5709,修
修剪,54244,修剪
修復,52733,修復
修憲,50705,修憲
修改,5717,修改
修整,5721,修補
修正,5717,修改
修法,54243,修法
修理,5720,修理
修練,54246,修練
修習,54245,修習
修行,5716,修行
修補,5721,修補
修補漏水的地方,7425,掠漏
修補皮鞋,6410,砧皮鞋
修訂,5715,修正
修訂,51834,修訂
修護,52734,修護
修辭,54247,修辭
修飾,31136,si33 a55 geh3
修養,5723,修養
俯臥,3763,坦覆
俯臥,5803,倒覆
俱樂部,5722,俱樂部
倉,5711,倉
倉庫,5719,倉庫
個,179,个
個,5712,個
個人,50029,個人
個別,50665,個別
個展,54242,個展
個性,1225,片
個性,3947,性癖
個性,50216,個性
個把月,879,月外日
個把月,2473,成月日
個案,52194,個案
個體,53108,個體
倌,5713,倌
倍,5714,倍
倍數,54239,倍數
倒,8438,摒
倒,9525,斟
倒,5725,倒
倒,5726,倒
倒債,5788,倒數
倒反,5745,倒反
倒反,5797,倒頭
倒吊,5754,倒吊
倒店,5792,倒擔
倒店,5759,倒店
倒是,4741,卻是
倒會,5781,倒會仔
倒會,54241,倒會
倒栽蔥,5785,倒摔向
倒栽蔥,5799,倒頭栽
倒楣,1403,卯
倒楣,1123,歹運
倒楣,6653,衰
倒楣,6655,衰䆀
倒楣,6662,衰尾
倒楣,6683,衰潲
倒楣,6681,衰運
倒茶,9556,斟茶
倒貼,9399,塌本
倒貼,5778,倒貼
倒車,31016,bak5 kuh3
倒退,5770,倒退
倒霉,6662,衰尾
倒霉鬼,2000,白跤蹄
倒霉鬼,6663,衰尾道人
倒頭飯,10110,跤尾飯
倔強,13194,鐵齒
倘若,5501,若準
候脈,5769,候脈
候補,5783,候補
候選人,5794,候選人
倚偎,3573,依倚
倚重,54240,倚重
倚靠,3573,依倚
倚靠,3533,並
倚靠牆壁,5791,倚壁
借,5729,借
借住,5805,借蹛
借問,11477,請問
借款,53107,借款
借用,5751,借用
借過,5784,借過
借錢,5795,借錢
倦,13606,𤺪
倪,41122,倪
倫理,5776,倫理
倭瓜,4544,金瓜
值,5732,值
值,5733,值
值得,5773,值得
值更,9782,當值
值班,5768,值班
值班,9782,當值
值錢,5796,值錢
假,6932,假
假,6933,假
假仙,6960,假仙
假使,6981,假使
假使,5501,若準
假使,8477,換做
假使,8487,換準
假好心,6975,假好衰
假如,6981,假使
假定,52766,假定
假想,52767,假想
假惺惺,6976,假死
假惺惺,6962,假仙假觸
假日,51142,假日
假期,51855,假期
假死,6976,假死
假牙,7002,假喙齒
假裝,7016,假影
假裝,6960,假仙
假設,13073,譬論講
假設,51143,假設
假象,52482,假象
假釋,53668,假釋
假髮束,12082,髻仔鬃
偉大,6948,偉大
偏,6935,偏
偏偏,241,干干仔
偏偏,456,干焦
偏偏,6997,偏偏
偏偏,6998,偏偏仔
偏僻,7015,偏僻
偏差,52769,偏差
偏心,6953,偏心
偏心,444,大細心
偏旁,2312,字爿
偏袒,6953,偏心
偏見,51856,偏見
偏遠,52484,偏遠
偏重,54326,偏重
偏食,8404,揀食
偕同,6879,鬥陣
做,8183,創
做,6937,做
做主,1375,主意
做人,6946,做人
做人情,6947,做人情
做什麼,7508,欲呢
做出,52016,做出
做功德,6965,做功德
做女紅,3661,刺花
做好事,6965,做功德
做官,54768,做官
做工,6949,做工
做手腳,13335,變空
做手腳,13341,變鬼
做手腳,8227,創空
做法,6985,做法
做法事,6965,做功德
做法事,6964,做司公
做生意,6970,做生理
做莊,7001,做莊
做頭髮,31138,siat5 tooh3
停,6938,停
停住,3847,定去
停刊,54322,停刊
停工,9673,歇工
停工,54321,停工
停損,51687,停損
停柩,1772,打桶
停業,10061,解散
停止,6357,留
停止,11337,罷
停止,7008,停睏
停止,6956,停止
停止,11704,擋咧
停火,51541,停火
停留,6358,留
停留,11571,駐
停留,50989,停留
停車,51404,停車
停電,1809,失電
停電,7011,停電
停靠,54323,停靠
健保,53669,健保
健全,6973,健全
健壯,7219,強壯
健康,7231,康健
健康,6999,健康
健忘,8605,無心肝
健忘,8700,無頭神
健朗,4753,勇健
健朗,2736,老康健
健身,52768,健身
側放,3750,坦敧
側睡,8809,睏坦敧
側著,3750,坦敧
側身,3751,坦敧身
偵察,54325,偵察
偵探,52483,偵探
偵查,53670,偵查
偵測,51405,偵測
偵辦,50387,偵辦
偶,3069,尪
偶,3085,尪仔
偶像,51542,偶像
偶爾,250,三不五時
偶爾,2518,有時仔
偶爾,2520,有時陣
偶爾,2519,有時有陣
偶爾,2552,有當時仔
偶而,2552,有當時仔
偶頭,3092,尪仔頭
偷,5808,勍
偷,6940,偷
偷人,6753,討契兄
偷偷摸摸,7401,掩掩揜揜
偷取,7003,偷提
偷吃,6989,偷食
偷工減料,5336,省工
偷工減料,6952,偷工減料
偷抓,7000,偷掠
偷拿,6984,偷拈
偷拿,7003,偷提
偷捉,7000,偷掠
偷斤兩,7068,唬秤頭
偷斤減兩,5643,食秤頭
偷漢子,6753,討契兄
偷窺,6988,偷看
偷竊,864,歹手爪
偷聽,7026,偷聽
偽造,52481,偽造
偽鈔,7014,假銀票
傀儡,8179,傀儡
傀儡戲,8180,傀儡戲
傀儡關,40179,傀儡關
傅,41190,傅
傍,8175,傍
傍晌,5775,倚晝
傍晚,9659,暗頭仔
傍晚,7525,欲暗仔
傍晚,9274,黃昏
傑作,52794,傑作
傑出,8177,傑出
傘,8176,傘
備份,51706,備份
備受,53714,備受
備查,8178,備查
備用,52507,備用
備註,52236,備註
傢伙,10154,跤數
傢俱木工,270,小木
催,9313,催
催熟,12466,隱
催熟香蕉,12469,隱弓蕉
催生,9341,催生
催眠,54480,催眠
傭人,3556,使用人
傳,9315,傳
傳,9316,傳
傳來,52817,傳來
傳出,8731,發出
傳出,52052,傳出
傳單,54477,傳單
傳回,54476,傳回
傳奇,51430,傳奇
傳媒,54478,傳媒
傳宗接代,9348,傳後嗣
傳宗接代,9369,傳種
傳承,52818,傳承
傳授,9361,傳授
傳播,51238,傳播
傳教,54776,傳教
傳染,5085,染
傳染,9475,感染
傳染,9349,傳染
傳染,8572,湠
傳染,12560,穢人
傳真,52253,傳真
傳神,53761,傳神
傳票,9363,傳票
傳統,50049,傳統
傳聞,51717,傳聞
傳言,52816,傳言
傳記,51431,傳記
傳話,7191,寄話
傳話,10249,過喙
傳話,54479,傳話
傳說,50569,傳說
傳輸,50855,傳輸
傳送,50891,傳送
傳道,54777,傳道
傳達,50641,傳達
傳遞,50943,傳遞
債,9317,債
債主,6720,財主
債主,9338,債主
債券,9346,債券
債務,9359,債務
債權,9377,債權
債權人,9338,債主
傷,9318,傷
傷亡,52254,傷亡
傷勢,53762,傷勢
傷口,4410,空喙
傷口,6415,破空
傷口,9334,傷口
傷口,8182,創
傷天害理,9336,傷天害理
傷害,9355,傷害
傷寒,9922,腸仔熱
傷寒,54481,傷寒
傷心,1148,心酸
傷心,9335,傷心
傷心,11098,慼心
傷疤,9362,傷痕
傷疤,9367,傷跡
傷痕,9809,稜
傷痕,9362,傷痕
傷痕,9367,傷跡
傷痛,8359,悲傷
傷神,9555,損神
傷腦筋,9366,傷腦筋
傷風,54778,傷風
傷風敗俗,9354,傷風敗俗
傻,13447,戇
傻,3922,怐怐
傻乎乎,10626,槌槌
傻人,13459,戇猴
傻傻的,7282,悾悾
傻子,13449,戇人
傻子,3108,宋盼的
傻楞楞,13277,癮頭
傻氣,219,三八
傻氣,230,三八氣
傻瓜,4553,阿西
傻瓜,13277,癮頭
傻瓜,13454,戇的
傻瓜,13459,戇猴
傻瓜,13449,戇人
傻瓜,5252,盼仔
傻瓜,3108,宋盼的
傻瓜,319,大耳
傻膽,13464,戇膽
傻裡傻氣,5962,崁頭崁面
傻裡傻氣,5731,倯
傻里傻氣,13463,戇頭戇面
傻頭傻腦,10626,槌槌
傾向,51165,傾向
傾斜,3750,坦敧
傾斜,5169,歪斜
傾銷,8438,摒
傾銷,51719,傾銷
僅,1410,只
僅僅,456,干焦
僅僅,11838,獨獨
像,2284,如
像,2437,成
像,10406,像
像,10405,像
像樣,2504,成物
僑生,53246,僑生
僑胞,52544,僑胞
僕人,1646,奴
僕人,3556,使用人
僕役,1674,奴才
僥倖,9943,萬幸
僥倖,10426,僥倖
僭越,10423,僭位
僱用,1412,叫
僱用,5730,倩
僵立,13619,𫞼
價,10991,價
價值,10998,價值
價差,51579,價差
價格,11004,價數
價格,11005,價錢
價碼,11005,價錢
價錢,11005,價錢
僻靜,11006,僻靜
儀器,51578,儀器
儀容,79,人才
儀式,3696,典禮
儀式,50621,儀式
儀錶,11301,磅錶
億,10992,億
儉,10993,儉
儉省,4653,虯儉
儉省,8561,減省
儒家,54622,儒家
儘快,9085,趁早
儘管,6937,做
償還,51746,償還
優先,12161,優先
優勝,53309,優勝
優勢,13059,贏面
優勢,50230,優勢
優待,12163,優待
優惠,50803,優惠
優惠,31129,sa35 bi51 su11
優異,50954,優異
優秀,12162,優秀
優美,1100,文雅
優美,12164,優美
優良,50729,優良
優質,51589,優質
優越,52575,優越
優選,52576,優選
優雅,12164,優美
優雅,51014,優雅
優點,12166,優點
儲蓄,7795,粒積
儼然,3867,宛然
允,582,允
允許,701,允准
允許,5922,容允
允許,8918,答應
元,10716,箍
元,41009,元
